epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch0.pt,1,1,1.854903,0.14,0.22,0.452381,0.52381,0.912281,0.904762
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch1.pt,1,1,1.810095,0.07,0.19,0.154762,0.488095,0.906318,0.910714
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch2.pt,1,1,1.49864,0.13,0.17,0.369048,0.452381,0.900433,0.916667
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch3.pt,1,1,1.219596,0.3,0.33,0.404762,0.440476,0.898488,0.918651
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch4.pt,1,1,1.762002,0.34,0.36,0.369048,0.392857,0.891026,0.928571
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch5.pt,1,1,1.90702,0.18,0.26,0.321429,0.464286,0.902386,0.914683
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch6.pt,1,1,1.398363,0.07,0.17,0.154762,0.428571,0.896552,0.920635
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch7.pt,1,1,1.164474,0.04,0.08,0.190476,0.392857,0.890792,0.926587
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch8.pt,1,1,1.619186,0.38,0.38,0.369048,0.369048,0.887473,0.934524
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch9.pt,1,1,1.510153,0.13,0.28,0.285714,0.535714,0.914474,0.904762
11,epoch10.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch10.pt,1,1,1.625604,0.1,0.19,0.178571,0.369048,0.886994,0.930556
12,epoch11.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch11.pt,1,1,1.382487,0.12,0.13,0.309524,0.321429,0.879747,0.940476
13,epoch12.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch12.pt,1,1,1.527023,0.17,0.23,0.297619,0.452381,0.900433,0.916667
14,epoch13.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch13.pt,1,1,1.303917,0.08,0.15,0.154762,0.333333,0.881356,0.936508
15,epoch14.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch14.pt,1,1,1.716479,0.13,0.16,0.345238,0.392857,0.890792,0.926587
16,epoch15.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch15.pt,1,1,1.452238,0.14,0.32,0.27381,0.559524,0.918322,0.89881
17,epoch16.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch16.pt,1,1,2.112095,0.16,0.17,0.285714,0.321429,0.879747,0.940476
18,epoch17.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\T-W03\weights\epoch17.pt,1,1,1.57728,0.16,0.19,0.333333,0.428571,0.896552,0.920635
