bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,26,0.042835,0.0,0.042835
1,0.1,0.2,17,0.146442,0.176471,0.030029
2,0.2,0.3,11,0.250441,0.181818,0.068623
3,0.3,0.4,8,0.337156,0.25,0.087156
4,0.4,0.5,10,0.45751,0.5,0.04249
5,0.5,0.6,11,0.543643,0.363636,0.180006
6,0.6,0.7,16,0.651805,0.8125,0.160695
7,0.7,0.8,24,0.749366,0.833333,0.083968
8,0.8,0.9,39,0.859419,0.923077,0.063658
9,0.9,1.0,342,0.980075,0.979532,0.000543
