epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch0.pt,1.802819,0.13,0.17,0.428571,0.511905,0.910284,0.906746,36,2,43,4
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch1.pt,1.99856,0.12,0.22,0.238095,0.416667,0.894624,0.922619,20,2,35,4
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch2.pt,1.984928,0.26,0.29,0.369048,0.440476,0.898707,0.920635,31,1,37,3
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch3.pt,1.432421,0.22,0.27,0.452381,0.547619,0.916484,0.902778,38,2,46,3
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch4.pt,1.492463,0.3,0.34,0.380952,0.440476,0.898707,0.920635,32,2,37,3
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch5.pt,1.76271,0.22,0.27,0.392857,0.428571,0.896774,0.922619,33,0,36,3
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch6.pt,1.258721,0.19,0.19,0.369048,0.369048,0.887473,0.934524,31,2,31,2
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch7.pt,1.517603,0.2,0.21,0.440476,0.47619,0.904555,0.914683,37,2,40,3
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch8.pt,1.533426,0.37,0.37,0.47619,0.47619,0.905172,0.920635,40,0,40,0
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\Rand50-S3\weights\epoch9.pt,1.501037,0.1,0.11,0.190476,0.202381,0.86157,0.960317,16,2,17,3
