bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,74,0.019846,0.121622,0.101775
1,0.1,0.2,10,0.146836,0.4,0.253164
2,0.2,0.3,9,0.254802,0.111111,0.143691
3,0.3,0.4,2,0.326905,1.0,0.673095
4,0.4,0.5,6,0.448288,0.166667,0.281621
5,0.5,0.6,8,0.563555,0.5,0.063555
6,0.6,0.7,12,0.669781,0.666667,0.003114
7,0.7,0.8,11,0.762038,0.818182,0.056144
8,0.8,0.9,24,0.864714,0.875,0.010286
9,0.9,1.0,564,0.994999,0.95922,0.035779
