bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,0,,,
2,0.2,0.3,24,0.283309,0.0,0.283309
3,0.3,0.4,23,0.336862,0.130435,0.206427
4,0.4,0.5,440,0.491312,0.931818,0.440506
5,0.5,0.6,17,0.505617,0.411765,0.093853
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
