bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,24,0.051394,0.083333,0.031939
1,0.1,0.2,17,0.137803,0.176471,0.038668
2,0.2,0.3,18,0.254005,0.166667,0.087338
3,0.3,0.4,10,0.364988,0.3,0.064988
4,0.4,0.5,7,0.453955,0.142857,0.311098
5,0.5,0.6,8,0.55548,0.875,0.31952
6,0.6,0.7,20,0.655225,0.95,0.294775
7,0.7,0.8,20,0.757783,0.85,0.092217
8,0.8,0.9,49,0.85987,0.816327,0.043543
9,0.9,1.0,331,0.976862,0.981873,0.005012
