bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,60,0.018654,0.15,0.131346
1,0.1,0.2,4,0.150921,0.0,0.150921
2,0.2,0.3,6,0.221154,0.333333,0.11218
3,0.3,0.4,4,0.353099,0.25,0.103099
4,0.4,0.5,2,0.490687,0.0,0.490687
5,0.5,0.6,2,0.576126,1.0,0.423874
6,0.6,0.7,4,0.645188,0.75,0.104812
7,0.7,0.8,4,0.744147,1.0,0.255853
8,0.8,0.9,15,0.85673,0.933333,0.076604
9,0.9,1.0,403,0.996237,0.955335,0.040902
