bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,36,0.178959,0.027778,0.151181
2,0.2,0.3,53,0.250978,0.377358,0.12638
3,0.3,0.4,394,0.378971,0.961929,0.582957
4,0.4,0.5,21,0.401579,0.952381,0.550802
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
