bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,75,0.02001,0.093333,0.073323
1,0.1,0.2,8,0.154443,0.25,0.095557
2,0.2,0.3,6,0.23246,0.333333,0.100874
3,0.3,0.4,3,0.344158,0.0,0.344158
4,0.4,0.5,7,0.457168,0.571429,0.11426
5,0.5,0.6,3,0.5527,0.666667,0.113966
6,0.6,0.7,5,0.64444,0.6,0.04444
7,0.7,0.8,16,0.749122,0.8125,0.063378
8,0.8,0.9,13,0.855432,0.923077,0.067645
9,0.9,1.0,584,0.99607,0.950342,0.045728
