epoch,train_loss,val_loss,top1,top5,lr_pg0,lr_pg1,lr_pg2,epoch_time_seconds,elapsed_seconds,batch_size,accumulate,effective_batch,gpu_mem_reserved_gb,gpu_mem_peak_reserved_gb,gpu_mem_peak_allocated_gb,fitness,best_fitness_so_far,best_epoch_so_far,possible_early_stop,stop_triggered,is_best_epoch
1,0.39518,0.46891,0.87361,1.0,0.0033169129720853857,0.0033169129720853857,0.0033169129720853857,60.59051060676575,60.59051060676575,32,1,32,13.738442752,13.738442752,9.388109824,0.93681,0.93681,1,0,0,1
2,0.36204,0.50478,0.81667,1.0,0.006617327586206896,0.006617327586206896,0.006617327586206896,58.41602969169617,119.00754141807556,32,2,64,13.763608576,13.763608576,9.413074944,0.90833,0.93681,1,0,0,0
3,0.38607,0.49801,0.8125,1.0,0.009884742200328407,0.009884742200328407,0.009884742200328407,57.80025029182434,176.8078052997589,32,2,64,13.7887744,13.7887744,9.375684608,0.90625,0.93681,1,0,0,0
4,0.38093,0.47774,0.85278,1.0,0.0098515,0.0098515,0.0098515,58.035284757614136,234.8420753479004,32,2,64,13.771997184,13.771997184,9.411108864,0.92639,0.93681,1,0,0,0
5,0.36008,0.47837,0.875,1.0,0.009802,0.009802,0.009802,58.074814558029175,292.91688990592957,32,2,64,13.782482944,13.782482944,9.37352192,0.9375,0.9375,5,0,0,1
6,0.35,0.48362,0.86806,1.0,0.009752499999999999,0.009752499999999999,0.009752499999999999,58.222259283065796,351.13914918899536,32,2,64,13.771997184,13.771997184,9.410977792,0.93403,0.9375,5,0,0,0
7,0.34146,0.43575,0.87222,1.0,0.009703,0.009703,0.009703,58.24708366394043,409.3872330188751,32,2,64,13.7887744,13.7887744,9.373915136,0.93611,0.9375,5,0,0,0
8,0.32196,0.46179,0.87917,1.0,0.009653499999999999,0.009653499999999999,0.009653499999999999,58.10065722465515,467.48788952827454,32,2,64,13.771997184,13.771997184,9.411108864,0.93958,0.93958,8,0,0,1
9,0.32535,0.4377,0.88611,1.0,0.009604,0.009604,0.009604,58.321789264678955,525.8096821308136,32,2,64,13.7887744,13.7887744,9.37155584,0.94306,0.94306,9,0,0,1
10,0.31157,0.43463,0.90139,1.0,0.009554499999999999,0.009554499999999999,0.009554499999999999,58.22851014137268,584.0371894836426,32,2,64,13.771997184,13.771997184,9.410977792,0.95069,0.95069,10,0,0,1
11,0.30317,0.43424,0.89583,1.0,0.009505,0.009505,0.009505,58.09604358673096,642.1342325210571,32,2,64,13.790871552,13.790871552,9.373915136,0.94792,0.95069,10,0,0,0
12,0.30429,0.43496,0.90278,1.0,0.0094555,0.0094555,0.0094555,58.155547857284546,700.289783000946,32,2,64,13.771997184,13.771997184,9.411108864,0.95139,0.95139,12,0,0,1
13,0.29448,0.44342,0.88194,1.0,0.009406,0.009406,0.009406,58.42880129814148,758.7175822257996,32,2,64,13.7887744,13.7887744,9.37155584,0.94097,0.95139,12,0,0,0
14,0.28931,0.42946,0.89028,1.0,0.009356500000000002,0.009356500000000002,0.009356500000000002,58.20773530006409,816.9253175258636,32,2,64,13.771997184,13.771997184,9.410977792,0.94514,0.95139,12,0,0,0
15,0.27712,0.42875,0.89444,1.0,0.009307,0.009307,0.009307,58.40848517417908,875.3338027000427,32,2,64,13.7887744,13.7887744,9.373915136,0.94722,0.95139,12,0,0,0
