normal_total,selected_top_false_positive_count,selected_ratio,score_min,score_median,score_max,score_p95,score_p99,selection_threshold_min_score
1080,250,0.23148148148148148,0.113281,0.2854005,0.978027,0.8376709999999996,0.9142578099999998,0.113281
