bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,31,0.180669,0.032258,0.148411
2,0.2,0.3,26,0.244478,0.192308,0.05217
3,0.3,0.4,417,0.382097,0.920863,0.538767
4,0.4,0.5,30,0.402389,1.0,0.597611
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
