epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch0.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_001.pt,1.609716,0.26,0.3,0.535714,0.595238,0.924444,0.892857,45,2,50,4
2,epoch1.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_002.pt,1.608509,0.2,0.23,0.452381,0.511905,0.910284,0.906746,38,2,43,4
3,epoch2.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_003.pt,1.186973,0.05,0.15,0.190476,0.404762,0.892704,0.924603,16,2,34,4
4,epoch3.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_004.pt,1.351004,0.19,0.2,0.357143,0.392857,0.890792,0.926587,30,2,33,4
5,epoch4.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_005.pt,1.132071,0.16,0.2,0.392857,0.47619,0.904555,0.914683,33,2,40,3
6,epoch5.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_006.pt,1.064655,0.12,0.2,0.309524,0.452381,0.900433,0.916667,26,2,38,4
7,epoch6.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_007.pt,1.390745,0.3,0.39,0.357143,0.392857,0.890792,0.926587,30,1,33,4
8,epoch7.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_008.pt,1.768201,0.28,0.33,0.333333,0.357143,0.885106,0.93254,28,2,30,4
9,epoch8.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_009.pt,1.232377,0.2,0.24,0.285714,0.321429,0.879493,0.938492,24,0,27,4
10,epoch9.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_010.pt,1.057703,0.27,0.34,0.392857,0.47619,0.904555,0.914683,33,2,40,3
11,epoch10.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_011.pt,1.342158,0.25,0.27,0.464286,0.5,0.908297,0.90873,39,2,42,4
12,epoch11.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_012.pt,1.380126,0.21,0.32,0.321429,0.511905,0.910284,0.906746,27,2,43,4
13,epoch12.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_013.pt,1.166202,0.18,0.2,0.380952,0.404762,0.892934,0.926587,32,2,34,3
14,epoch13.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_014.pt,1.526737,0.12,0.2,0.190476,0.297619,0.875789,0.94246,16,2,25,4
15,epoch14.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_015.pt,1.490658,0.27,0.37,0.22619,0.416667,0.894624,0.922619,19,2,35,4
16,epoch15.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_016.pt,1.457215,0.14,0.28,0.214286,0.464286,0.902386,0.914683,18,2,39,4
17,epoch16.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_017.pt,1.178218,0.15,0.18,0.285714,0.380952,0.888889,0.928571,24,2,32,4
18,epoch17.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_018.pt,1.278495,0.15,0.19,0.309524,0.345238,0.883475,0.936508,26,2,29,3
19,epoch18.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_019.pt,1.220485,0.2,0.23,0.392857,0.440476,0.898707,0.920635,33,2,37,3
20,epoch19.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11n_gate2_formal_hn06_200ep\weights\epoch_020.pt,1.157697,0.05,0.13,0.27381,0.47619,0.904348,0.912698,23,2,40,4
