"run_dir","removed_file","removed_size_bytes"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch45.pt","41657279"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch46.pt","41657279"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch47.pt","41657343"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch48.pt","41657407"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch49.pt","41657471"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch5.pt","41654911"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch50.pt","41657535"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch51.pt","41657599"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch52.pt","41657663"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch53.pt","41657727"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch54.pt","41657791"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch55.pt","41657855"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch56.pt","41657855"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch57.pt","41657919"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch58.pt","41657983"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch59.pt","41658047"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch6.pt","41654975"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch60.pt","41658111"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch61.pt","41658175"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch62.pt","41658239"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch63.pt","41658303"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch64.pt","41658367"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch65.pt","41658431"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch66.pt","41658495"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch67.pt","41658495"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch68.pt","41658559"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch69.pt","41658623"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch7.pt","41655039"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch70.pt","41658687"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch71.pt","41658751"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch72.pt","41658815"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch73.pt","41658879"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch74.pt","41658943"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch75.pt","41659007"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch76.pt","41659071"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch77.pt","41659135"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch78.pt","41659135"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch79.pt","41659199"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch8.pt","41655103"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch80.pt","41659263"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch81.pt","41659327"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch82.pt","41659391"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch83.pt","41659455"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch84.pt","41659519"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch85.pt","41659583"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch86.pt","41659647"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch87.pt","41659711"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch88.pt","41659711"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch89.pt","41659775"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch9.pt","41655167"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch90.pt","41659839"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch91.pt","41659903"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch92.pt","41659967"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch93.pt","41660031"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch94.pt","41660095"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch95.pt","41660159"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch96.pt","41660223"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch97.pt","41660287"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch98.pt","41660351"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_200ep","epoch99.pt","41660351"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch0.pt","41654783"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch1.pt","41654911"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch10.pt","41655231"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch100.pt","41660479"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch101.pt","41660543"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch102.pt","41660607"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch103.pt","41660607"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch104.pt","41660671"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch105.pt","41660735"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch106.pt","41660799"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch107.pt","41660863"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch108.pt","41660927"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch109.pt","41660991"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch11.pt","41655295"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch110.pt","41661055"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch111.pt","41661119"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch112.pt","41661183"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch113.pt","41661247"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch114.pt","41661247"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch115.pt","41661311"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch116.pt","41661375"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch117.pt","41661439"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch118.pt","41661503"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch119.pt","41661567"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch12.pt","41655359"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch120.pt","41661631"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch121.pt","41661695"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch122.pt","41661759"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch123.pt","41661823"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch124.pt","41661823"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch125.pt","41661887"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch126.pt","41661951"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch127.pt","41662015"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch128.pt","41662079"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch129.pt","41662143"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch13.pt","41655423"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch130.pt","41662207"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch131.pt","41662271"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch132.pt","41662335"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch133.pt","41662399"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch134.pt","41662463"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch135.pt","41662463"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch136.pt","41662527"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch137.pt","41662591"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch138.pt","41662655"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch139.pt","41662719"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch14.pt","41655487"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch140.pt","41662783"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch141.pt","41662847"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch142.pt","41662911"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch143.pt","41662975"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch144.pt","41663039"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch145.pt","41663103"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch146.pt","41663103"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch147.pt","41663167"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch148.pt","41663231"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch149.pt","41663295"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch15.pt","41655551"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch150.pt","41663359"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch151.pt","41663423"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch152.pt","41663487"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch153.pt","41663551"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch154.pt","41663615"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch155.pt","41663679"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch156.pt","41663679"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch157.pt","41663743"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch158.pt","41663807"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch159.pt","41663871"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch16.pt","41655615"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch160.pt","41663935"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch161.pt","41663999"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch162.pt","41664063"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch163.pt","41664127"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch164.pt","41664191"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch165.pt","41664255"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch166.pt","41664319"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch167.pt","41664319"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch168.pt","41664383"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch169.pt","41664447"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch17.pt","41655679"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch170.pt","41664511"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch171.pt","41664575"
"H:\stage1_info_sampling_lite_pt_files\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep","epoch172.pt","41664639"
