bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,52,0.161099,0.076923,0.084176
2,0.2,0.3,55,0.249957,0.618182,0.368225
3,0.3,0.4,297,0.375371,0.952862,0.577491
4,0.4,0.5,100,0.408765,0.99,0.581235
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
