                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.6069,                 0.4625,                0.97639,                 1.6527,               0.003268,               0.003268,               0.003268
                      2,                 1.3218,                0.49583,                0.97917,                  1.585,              0.0065686,              0.0065686,              0.0065686
                      3,                 1.2438,                0.28333,                0.97639,                 1.7022,              0.0098363,              0.0098363,              0.0098363
                      4,                 1.2157,                0.45556,                0.97361,                 1.6107,              0.0098515,              0.0098515,              0.0098515
                      5,                 1.1685,                0.43611,                  0.975,                 1.6237,               0.009802,               0.009802,               0.009802
                      6,                 1.0945,                0.57222,                0.99167,                 1.5312,              0.0097525,              0.0097525,              0.0097525
                      7,                 1.0392,                0.45556,                0.97222,                 1.5931,               0.009703,               0.009703,               0.009703
                      8,                 1.0039,                0.49722,                0.98333,                 1.5749,              0.0096535,              0.0096535,              0.0096535
                      9,                0.96847,                0.44167,                0.95417,                 1.6055,               0.009604,               0.009604,               0.009604
                     10,                0.93622,                  0.525,                0.98889,                 1.5501,              0.0095545,              0.0095545,              0.0095545
                     11,                0.89354,                0.62083,                0.99722,                 1.4564,               0.009505,               0.009505,               0.009505
                     12,                0.88234,                0.58194,                0.99167,                 1.4805,              0.0094555,              0.0094555,              0.0094555
                     13,                0.85644,                0.42083,                0.98194,                 1.6081,               0.009406,               0.009406,               0.009406
                     14,                 0.8222,                0.48333,                0.94306,                 1.5661,              0.0093565,              0.0093565,              0.0093565
                     15,                0.80347,                0.61667,                0.99167,                 1.4655,               0.009307,               0.009307,               0.009307
                     16,                0.78146,                0.60972,                0.98611,                   1.46,              0.0092575,              0.0092575,              0.0092575
                     17,                0.75634,                0.60694,                0.99306,                 1.4665,               0.009208,               0.009208,               0.009208
                     18,                0.72903,                0.61944,                0.99583,                 1.4424,              0.0091585,              0.0091585,              0.0091585
                     19,                0.70744,                0.59583,                0.99028,                 1.4788,               0.009109,               0.009109,               0.009109
                     20,                0.68713,                 0.6125,                 0.9875,                 1.4554,              0.0090595,              0.0090595,              0.0090595
                     21,                0.67862,                0.60833,                0.99167,                 1.4551,                0.00901,                0.00901,                0.00901
                     22,                0.65725,                0.58333,                0.99167,                 1.4743,              0.0089605,              0.0089605,              0.0089605
                     23,                0.65446,                0.64167,                0.99028,                 1.4238,               0.008911,               0.008911,               0.008911
