epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_001.pt,1,1,1.23534,0.16,0.21,0.47619,0.511905,0.91048,0.90873
2,epoch_002.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_002.pt,1,1,1.382636,0.08,0.1,0.345238,0.392857,0.891026,0.928571
3,epoch_003.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_003.pt,1,1,1.480373,0.09,0.14,0.321429,0.440476,0.898488,0.918651
4,epoch_004.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_004.pt,1,1,1.140198,0.15,0.21,0.27381,0.380952,0.888889,0.928571
5,epoch_005.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_005.pt,1,1,1.485456,0.12,0.13,0.261905,0.285714,0.874214,0.946429
6,epoch_006.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_006.pt,1,1,1.214744,0.06,0.16,0.238095,0.369048,0.886994,0.930556
7,epoch_007.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_007.pt,1,1,1.542086,0.13,0.25,0.22619,0.440476,0.898488,0.918651
8,epoch_008.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_008.pt,1,1,1.612004,0.23,0.28,0.369048,0.440476,0.898488,0.918651
9,epoch_009.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_009.pt,1,1,1.017743,0.13,0.16,0.297619,0.321429,0.879493,0.938492
10,epoch_010.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_010.pt,1,1,1.273518,0.16,0.22,0.309524,0.392857,0.890792,0.926587
11,epoch_011.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_011.pt,1,1,1.58234,0.07,0.2,0.130952,0.47619,0.904555,0.914683
12,epoch_012.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_012.pt,1,1,1.600269,0.16,0.18,0.285714,0.345238,0.883227,0.934524
13,epoch_013.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_013.pt,1,1,1.309613,0.05,0.08,0.261905,0.309524,0.877637,0.940476
14,epoch_014.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_014.pt,1,1,1.341601,0.2,0.21,0.428571,0.440476,0.898707,0.920635
15,epoch_015.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_015.pt,1,1,1.139242,0.08,0.09,0.392857,0.404762,0.892704,0.924603
16,epoch_016.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_016.pt,1,1,1.156812,0.11,0.16,0.345238,0.452381,0.900433,0.916667
17,epoch_017.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_017.pt,1,1,1.519382,0.21,0.26,0.380952,0.416667,0.894624,0.922619
18,epoch_018.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_018.pt,1,1,2.00982,0.15,0.26,0.238095,0.452381,0.900433,0.916667
19,epoch_019.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_019.pt,1,1,1.279407,0.13,0.17,0.333333,0.440476,0.898488,0.918651
20,epoch_020.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_020.pt,1,1,1.314549,0.16,0.25,0.380952,0.452381,0.900648,0.918651
21,epoch_021.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_021.pt,1,1,1.619432,0.2,0.21,0.428571,0.452381,0.900648,0.918651
22,epoch_022.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_022.pt,1,1,1.470271,0.28,0.32,0.357143,0.416667,0.89485,0.924603
23,epoch_023.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_023.pt,1,1,1.471456,0.24,0.27,0.428571,0.452381,0.900648,0.918651
24,epoch_024.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_024.pt,1,1,1.22948,0.08,0.08,0.321429,0.321429,0.880252,0.944444
25,epoch_025.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_025.pt,1,1,1.604452,0.2,0.28,0.297619,0.452381,0.900648,0.918651
26,epoch_026.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_026.pt,1,1,1.524406,0.21,0.3,0.309524,0.452381,0.900433,0.916667
27,epoch_027.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_027.pt,1,1,1.420788,0.13,0.14,0.345238,0.357143,0.88535,0.934524
28,epoch_028.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_028.pt,1,1,1.582622,0.11,0.14,0.25,0.321429,0.879493,0.938492
29,epoch_029.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_029.pt,1,1,1.714723,0.14,0.16,0.416667,0.464286,0.902597,0.916667
30,epoch_030.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_030.pt,1,1,1.639816,0.2,0.33,0.416667,0.52381,0.912281,0.904762
31,epoch_031.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_031.pt,1,1,1.505839,0.18,0.25,0.309524,0.357143,0.885106,0.93254
32,epoch_032.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn18_200ep\weights\epoch_032.pt,1,1,1.436561,0.16,0.21,0.428571,0.52381,0.912281,0.904762
