epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch0.pt,1.865424,0.13,0.22,0.428571,0.547619,0.916484,0.902778,36,2,46,3
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch1.pt,1.97121,0.14,0.23,0.238095,0.416667,0.894624,0.922619,20,2,35,4
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch2.pt,1.963641,0.24,0.33,0.321429,0.464286,0.902386,0.914683,27,2,39,4
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch3.pt,0.918235,0.06,0.11,0.22619,0.309524,0.877637,0.940476,19,2,26,4
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch4.pt,2.009742,0.33,0.41,0.285714,0.404762,0.892704,0.924603,24,2,34,4
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch5.pt,1.534911,0.18,0.22,0.321429,0.404762,0.892704,0.924603,27,1,34,4
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch6.pt,1.968377,0.17,0.24,0.297619,0.428571,0.896552,0.920635,25,2,36,4
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch7.pt,1.422678,0.14,0.19,0.321429,0.416667,0.894624,0.922619,27,2,35,4
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch8.pt,2.020528,0.23,0.37,0.309524,0.5,0.908297,0.90873,26,1,42,4
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch9.pt,1.501088,0.1,0.13,0.261905,0.333333,0.881356,0.936508,22,2,28,4
11,epoch10.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch10.pt,1.522563,0.23,0.27,0.380952,0.416667,0.894624,0.922619,32,2,35,4
12,epoch11.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch11.pt,1.458196,0.1,0.18,0.392857,0.464286,0.902386,0.914683,33,2,39,4
13,epoch12.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch12.pt,1.689539,0.18,0.25,0.357143,0.452381,0.900433,0.916667,30,2,38,4
14,epoch13.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch13.pt,1.291544,0.11,0.21,0.238095,0.380952,0.888889,0.928571,20,1,32,4
15,epoch14.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch14.pt,1.746171,0.16,0.18,0.345238,0.380952,0.889126,0.930556,29,2,32,3
16,epoch15.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch15.pt,1.361471,0.16,0.21,0.404762,0.440476,0.898707,0.920635,34,2,37,3
17,epoch16.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch16.pt,1.969772,0.19,0.29,0.321429,0.47619,0.904348,0.912698,27,2,40,4
18,epoch17.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch17.pt,1.516824,0.13,0.23,0.333333,0.5,0.908297,0.90873,28,2,42,4
19,epoch18.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch18.pt,1.406044,0.09,0.12,0.357143,0.428571,0.896774,0.922619,30,1,36,3
20,epoch19.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch19.pt,1.871801,0.09,0.2,0.166667,0.416667,0.894624,0.922619,14,1,35,4
21,epoch20.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch20.pt,1.576614,0.13,0.15,0.297619,0.321429,0.879493,0.938492,25,2,27,4
22,epoch21.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch21.pt,1.56175,0.2,0.2,0.309524,0.309524,0.878151,0.944444,26,2,26,2
23,epoch22.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch22.pt,1.645344,0.24,0.29,0.452381,0.511905,0.910284,0.906746,38,2,43,4
24,epoch23.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W04\weights\epoch23.pt,1.719589,0.24,0.27,0.428571,0.452381,0.900433,0.916667,36,2,38,4
