epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_001.pt,1.765608,0.16,0.16,0.488095,0.488095,0.906725,0.914683,41,2,41,2
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_002.pt,1.952245,0.19,0.23,0.452381,0.511905,0.91048,0.90873,38,2,43,3
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_003.pt,2.120514,0.37,0.38,0.345238,0.357143,0.88535,0.934524,29,2,30,3
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_004.pt,1.774577,0.15,0.15,0.321429,0.321429,0.88,0.94246,27,2,27,2
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_005.pt,1.339355,0.26,0.35,0.392857,0.488095,0.906318,0.910714,33,2,41,4
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_006.pt,1.602356,0.23,0.28,0.261905,0.309524,0.877637,0.940476,22,2,26,4
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_007.pt,1.447524,0.2,0.24,0.428571,0.511905,0.910284,0.906746,36,2,43,4
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_008.pt,1.329999,0.14,0.22,0.285714,0.380952,0.888889,0.928571,24,2,32,4
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_009.pt,1.478196,0.23,0.29,0.25,0.333333,0.881356,0.936508,21,2,28,4
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot_machine_b\yolo11m_gate2_formal_bucket_c_q5_200ep\weights\epoch_010.pt,1.346811,0.13,0.25,0.285714,0.5,0.908297,0.90873,24,2,42,4
