bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,70,0.015264,0.185714,0.17045
1,0.1,0.2,2,0.118154,1.0,0.881846
2,0.2,0.3,2,0.214203,0.0,0.214203
3,0.3,0.4,3,0.350087,0.333333,0.016754
4,0.4,0.5,4,0.464218,0.5,0.035782
5,0.5,0.6,2,0.520846,0.0,0.520846
6,0.6,0.7,7,0.674541,0.714286,0.039745
7,0.7,0.8,0,,,
8,0.8,0.9,12,0.849636,0.833333,0.016303
9,0.9,1.0,402,0.997253,0.962687,0.034567
