bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,36,0.036835,0.083333,0.046498
1,0.1,0.2,15,0.152329,0.2,0.047671
2,0.2,0.3,14,0.259127,0.214286,0.044842
3,0.3,0.4,8,0.33296,0.75,0.41704
4,0.4,0.5,8,0.463459,0.375,0.088459
5,0.5,0.6,9,0.547021,0.555556,0.008534
6,0.6,0.7,17,0.652476,0.764706,0.11223
7,0.7,0.8,17,0.754872,0.823529,0.068658
8,0.8,0.9,33,0.853437,0.909091,0.055654
9,0.9,1.0,347,0.976301,0.979827,0.003526
