node,fold,archive_path,archive_size_gb,sha256,run_path,run_size_gb,run_file_count,run_epoch_pt_count,external_epoch_pt_count,results_rows,last_epoch,best_pt,last_pt,created_at
192.168.100.18,fold_01,D:\ssh\AI\run_archives\stage1_oof_10fold_200epoch\stage1_oof_200epoch_192.168.100.18_fold_01_full_yolo11l_cls_20260618-082829.tar,14.507,A19B6B1B62029DFF1B034617E8F8B1A6361987DD78A961CD71FAC10242AFFE7C,D:\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_01\full_yolo11l_cls_20260618-082829,1.654,45,22,178,200,200,True,True,2026-06-21 11:55:43
