"node","fold","archive_path","archive_size_gb","sha256","run_path","run_size_gb","run_file_count","run_epoch_pt_count","external_epoch_pt_count","results_rows","last_epoch","best_pt","last_pt","created_at"
"192.168.100.18","4","D:\ssh\AI\run_archives\stage1_oof_10fold_200epoch\stage1_oof_200epoch_192.168.100.18_fold_4_full_yolo11l_cls_20260620-085259.tar","14.581","758230726F487A629E84388F41FFE5FA3F3221D4F90D0EBE57966A99EEA77D3B","D:\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_03\full_yolo11l_cls_20260620-085259","14.481","223","200","0","200","200","True","True","2026-06-21 12:03:28"
