node,fold,archive_path,archive_size_gb,sha256,run_path,run_size_gb,run_file_count,run_epoch_pt_count,external_epoch_pt_count,results_rows,last_epoch,best_pt,last_pt,created_at
192.168.100.18,fold_02,D:\ssh\AI\run_archives\stage1_oof_10fold_200epoch\stage1_oof_200epoch_192.168.100.18_fold_02_full_yolo11l_cls_20260619-221302.tar,14.581,EB050F2EC0489B07D8FA133BA4052E406849FAE786B3392B8BC98D0B182841DD,D:\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_02\full_yolo11l_cls_20260619-221302,14.481,223,200,0,200,200,True,True,2026-06-21 11:59:39
