"node","fold","archive_path","archive_size_gb","sha256","run_path","run_size_gb","run_file_count","run_epoch_pt_count","external_epoch_pt_count","results_rows","last_epoch","best_pt","last_pt","created_at"
"192.168.100.13","6","F:\ssh\AI\run_archives\stage1_oof_10fold_200epoch\stage1_oof_200epoch_192.168.100.13_fold_6_full_yolo11l_cls_20260618-075627.tar","14.56","63122FE6BC608A00B481FB493CFFDD9959C3D43AAD20C3814FA3C9552E41BC8A","F:\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_05\full_yolo11l_cls_20260618-075627","0.771","29","10","190","200","200","True","True","2026-06-21 11:57:11"
