node,fold,archive_path,archive_size_gb,sha256,run_path,run_size_gb,run_file_count,run_epoch_pt_count,external_epoch_pt_count,results_rows,last_epoch,best_pt,last_pt,created_at
192.168.100.18,fold_00,D:\ssh\AI\run_archives\stage1_oof_10fold_200epoch\stage1_oof_200epoch_192.168.100.18_fold_00_full_yolo11l_cls_20260617-214804.tar,14.581,ACE3458A5352218EC8A0185D11383DC5EEAB32569E3D31AC7368E175EA4A61FB,D:\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_00\full_yolo11l_cls_20260617-214804,0.071,23,0,200,200,200,True,True,2026-06-21 11:51:56
