node,fold,archive_path,archive_size_gb,sha256,run_path,run_size_gb,run_file_count,run_epoch_pt_count,external_epoch_pt_count,results_rows,last_epoch,best_pt,last_pt,created_at
192.168.100.15,fold_08,D:\ssh\AI\run_archives\stage1_oof_10fold_200epoch\stage1_oof_200epoch_192.168.100.15_fold_08_full_yolo11l_cls_20260620-170541.tar,14.581,E22872F91A99BA569772A8971CE57C8BF1D409840EFA59D292F6C41C9B16C06B,D:\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_08\full_yolo11l_cls_20260620-170541,14.481,223,200,0,200,200,True,True,2026-06-21 17:07:54
192.168.100.15,fold_09,D:\ssh\AI\run_archives\stage1_oof_10fold_200epoch\stage1_oof_200epoch_192.168.100.15_fold_09_full_yolo11l_cls_20260621-045150.tar,14.582,47FE304261B49120F5071EA2D43B431C9511E79403475B2529299FAAE69179CC,D:\ssh\AI\runs\YOLOv11\stage1_oof_10fold\fold_09\full_yolo11l_cls_20260621-045150,14.481,223,200,0,200,200,True,True,2026-06-21 17:11:16
