paper_id,selection_role,title,page_count,heading_count,evidence_candidate_count,method_heading_count,experiment_heading_count,ablation_heading_count,limitation_heading_count,conclusion_heading_count,packet_path,packet_sha256,reading_credit_granted
P0386,PRIMARY,Training Dynamics for Curriculum Learning: A Study on Monolingual and Cross-lingual NLU,17,9,26,6,2,0,0,1,packets/P0386.md,26353821C973DAB3ACD4E6FFE75084052A749CA25EFCE151F7FE1FF7979AAECF,False
P0388,PRIMARY,Self-Guided Curriculum Learning for Neural Machine Translation,9,8,0,5,2,0,0,1,packets/P0388.md,0F771543CC313A27B79B3FD5F10DDEF2ACC5001FCDF1BEEC7B0491CFBAFE4C58,False
P0389,PRIMARY,DivideMix: Learning with Noisy Labels as Semi-Supervised Learning,14,14,0,13,0,1,0,0,packets/P0389.md,F15B28DA16C8FF4AAE77370192C95B77D9465C185174F65C07D06E96053BC95D,False
P0390,PRIMARY,Latent State Models of Training Dynamics,28,8,28,4,1,0,2,1,packets/P0390.md,BA5EB3707C97EB0693DF686A7CE427920EDAB7D3D329C70ADC3EC248CEFED098,False
P0391,PRIMARY,Unsupervised Fine-Tuning Data Selection for ASR Using Self-Supervised Speech Models,5,2,15,0,2,0,0,0,packets/P0391.md,AEDBCE1012706D58C9224037422EAEACBFEBD7DFFCD9EE1823844A2C5B3A3AE0,False
P0394,PRIMARY,A Bayesian Information-Theoretic Approach to Data Attribution,24,5,33,2,2,0,0,1,packets/P0394.md,9525CF1781BCA86D23B6A10D877F85A0A118E70F7FCFDE12F710263F02B18ACC,False
P0395,PRIMARY,Distill Gold from Massive Ores: Bi-level Data Pruning towards Efficient Dataset Distillation,31,15,22,5,8,1,0,1,packets/P0395.md,8283865BCD281F6D664E7BFCDA3AA0D072A409A98A3AAABDFD5387088BFD624C,False
P0396,PRIMARY,LearnAlign: Data Selection for LLM Reinforcement Learning with Improved Gradient Alignment,18,13,10,6,5,0,1,1,packets/P0396.md,61203FD880915805EAA88FCA32A0808C59E872F3F4530BFAF420A95FB430F949,False
P0398,PRIMARY,Separating hard clean samples from noisy samples with samples’ learning risk for DNN when learning with noisy labels,22,21,2,13,4,1,2,1,packets/P0398.md,C48A8D09C6224CCA7DB9176FD9F4A6F74BD8BD8D88C5E91B6CD55F1C98322A8E,False
P0399,PRIMARY,A Negative Result on Gradient Matching for Selective Backprop,12,9,19,6,2,0,0,1,packets/P0399.md,D68EAE94D06067A94DAF69AE02219CC6E8D2012E50D53FA12174F865F015DED4,False
P0400,PRIMARY,A Study on Training Data Selection Method for EEG Emotion Analysis using Machine Learning Algorithm,10,7,0,2,4,0,0,1,packets/P0400.md,515D33B2DB9C00CD39F09104E0311A9FADAB83CFEEA1261972391E2BD7BB8591,False
P0401,PRIMARY,MAGIC: Near-Optimal Data Attribution for Deep Learning,18,18,3,11,3,0,3,1,packets/P0401.md,C68B960BA1274F436EE3AB4D1EBE79FD30E61451CEA7414E494D4E2258F95446,False
P0402,PRIMARY,D2 Pruning: Message Passing for Balancing Diversity and Difficulty in Data Pruning,17,12,31,12,0,0,0,0,packets/P0402.md,70031BE4568C9985D74753EFC991CB0D23BABEA87CAE4CFD15F06160209725A6,False
P0403,PRIMARY,Selecting Samples on Graphs: A Unified Dataset Pruning Framework for Lossless Training Acceleration,19,15,12,10,2,2,1,0,packets/P0403.md,CDB380E5DF464F4D191A2C364EDC39F37409690D6E0292AAAC725E116E8EAAFB,False
P0404,PRIMARY,Density-Based Dynamic Curriculum Learning for Intent Detection,4,8,1,4,4,0,0,0,packets/P0404.md,550082B18F3789D2CC9AE89ED037BEA90A8C1282D156CADA612FC86928F296C2,False
P0405,PRIMARY,An assessment of data-centric methods for label noise identification in remote sensing data sets,10,8,2,5,2,0,0,1,packets/P0405.md,80B8C5A252B8F9B64A6264D80866BD8023591571F6C47AA0778AF0F762004868,False
P0411,PRIMARY,Neyman-Pearson Classification under Both Null and Alternative Distributions Shift,22,5,0,4,1,0,0,0,packets/P0411.md,712B7C0E2F1BB74D55171925F1C2ADCBFBD30DDDF9BAD54E9311CEF0FA09D5FC,False
P0412,PRIMARY,The impact of training data selection on the software defect prediction performance and data complexity,19,28,6,26,0,0,0,2,packets/P0412.md,EBC086923A672B489A11F697F9F8B724F422BD985B466558E6AD6F7FCC7214AD,False
P0413,PRIMARY,Active Learning on a Budget: Opposite Strategies Suit High and Low Budgets,21,8,32,5,1,1,0,1,packets/P0413.md,893633A099B5011513B50F4630EFDBFB4A9CC97862F13FCF4229A2969D355A4C,False
P0416,PRIMARY,Intriguing Properties of Data Attribution on Diffusion Models,36,17,29,16,1,0,0,0,packets/P0416.md,D38889AE40E02BAC2B319C82FC7482F30C3DAC1E535A6EED4D28B21F6735BE01,False
P0417,PRIMARY,Dynamic Data Selection for Curriculum Learning via Ability Estimation,11,6,6,4,1,0,0,1,packets/P0417.md,26BCA536EE4DAD2A50E16E49AE32B5903218BD5B307F51FA7BD34417CFFE77A2,False
P0418,PRIMARY,Selective Experience Replay for Lifelong Learning,8,3,1,2,0,0,0,1,packets/P0418.md,953D37C6FC14FCB78A5F9C66445DD301481C94CFF79D93AD32743BC2722F98DE,False
P0419,PRIMARY,"How Faithful Is Trajectory-Based Data Attribution? Error Sources, Remedies, and Practical Guidelines",21,16,7,11,2,0,1,2,packets/P0419.md,184C89C736CB2C05619A416B2BB8B8E2A5FAAB4BF659C7B7D6B47DE73605182A,False
P0420,PRIMARY,Calibrating Deep Neural Networks using Explicit Regularisation and Dynamic Data Pruning,11,8,4,4,2,1,0,1,packets/P0420.md,07EA9DDE749FC59958BC87906C9332012C458557EA03D8C197A3E3AEBA791805,False
P0421,PRIMARY,Self-Paced Learning with Diversity,9,7,6,5,1,0,0,1,packets/P0421.md,DA908F7DAA9CCB300A9B5ADEFF095DC1074C7C3A65871DAFDBA4EE7DEC16CC6E,False
P0422,PRIMARY,Understanding Black-box Predictions via Influence Functions,10,4,1,4,0,0,0,0,packets/P0422.md,6062C0E26A06C7DABF2C69020A9559C53190B78B10DBB1DC87F8E2A7B4676C11,False
P0424,PRIMARY,Data Selection Strategies for Multi-Domain Sentiment Analysis,10,4,3,2,1,0,1,0,packets/P0424.md,FFBFC5CFDB9BAB354B6BCD364CBD86FF23390C2DF49CC3BF52F7099F02DFE900,False
P0425,PRIMARY,Efficient Diversity-based Experience Replay for Deep Reinforcement Learning,9,9,4,8,0,1,0,0,packets/P0425.md,982A67BD732731F553F2213B44ECE3352C1A0CF647F72F4C01EE2AFD59E209E1,False
P0428,PRIMARY,BERT on a Data Diet: Finding Important Examples by Gradient-Based Pruning,7,2,19,0,1,0,0,1,packets/P0428.md,39F972CA31E2F2134AEC1E39FC5144C2F76981AF51452941180ED6D1DA7E20CF,False
P0429,PRIMARY,Class-Incremental Experience Replay for Continual Learning under Concept Drift,10,4,2,2,2,0,0,0,packets/P0429.md,B3AC40E36D8E90977E9E47FBFEC4C9E95C1C3F6018D7A4CD78A08C2FA760D9AF,False
P0430,PRIMARY,Estimating Training Data Influence by Tracing Gradient Descent,11,6,10,3,1,0,1,1,packets/P0430.md,9A10D81C935EB0CA9B30D434D2B22881FC9DD9130193A7A3C85BDE271EC988C3,False
P0431,PRIMARY,Data-Efficient Training by Evolved Sampling,26,18,5,12,4,1,0,1,packets/P0431.md,9A15FF50128F4987F30644F1F25CA8F2B56F6C6A8DD4A91107D21C41109AFDD3,False
P0434,PRIMARY,RS-Prune: Training-Free Data Pruning at High Ratios for Efficient Remote Sensing Diffusion Foundation Models,11,6,7,5,0,0,0,1,packets/P0434.md,AC3FD93A3A0AABD01C46622A5940FB78422F84A3359406A7655524D8FF1D5410,False
P0435,PRIMARY,When Dynamic Data Selection Meets Data Augmentation,11,16,12,13,2,0,0,1,packets/P0435.md,5D6139A7B898DE0390B43836AF9BF5E2093FFE09836BD59F43C3D1415A4B4716,False
P0436,PRIMARY,Focal Loss for Dense Object Detection,9,4,1,2,2,0,0,0,packets/P0436.md,0AC9104951F3FC9FDE75D08FBB1F2412A816EF38DF7D26662FC42D0E8995EA52,False
P0438,PRIMARY,Training data selection for event classification in a highly variable environment,9,7,10,6,0,0,0,1,packets/P0438.md,3FA1D98D525F926245520A53FABA791EE6134ACA9D25E99025D1247DFF35354B,False
P0441,PRIMARY,Neyman-Pearson multiclass classification under label noise via empirical likelihood,66,13,1,10,1,0,2,0,packets/P0441.md,CB0AF94C4E14B6C0E9637FF75130D8BD141FD3694D3BF99C399FE49215EB9D59,False
P0442,PRIMARY,Spaced Scheduling for Large Language Model Training,33,33,57,24,6,0,2,1,packets/P0442.md,2CC952EF83F71897BD3587D0249B699FD74BD8629ADE887855B5A497233C478B,False
P0443,PRIMARY,A Robust Pneumonia Classification Approach based on Self-Paced Learning,7,9,5,8,1,0,0,0,packets/P0443.md,59C3DC4F2BF3B3D24D2C563A1B4CD357BEAE26CB50B90325FD71A7FAEADC5E9D,False
P0444,PRIMARY,Transfer Learning With Intelligent Training Data Selection for Prediction of Alzheimer’s Disease,10,5,8,4,1,0,0,0,packets/P0444.md,E6D682FEFD677F72F4ABA897807DA0E33F8BE307A219DDB2B83D0E1766ED31D4,False
P0445,PRIMARY,An Empirical Study of Automated Mislabel Detection in Real World Vision Datasets,14,12,5,6,4,0,1,1,packets/P0445.md,FC73E3BB06240A3F71E4521AF56B3373CB1163BBFDAFD3D59A2E4BDF40383392,False
P0447,PRIMARY,"RCAP: Robust, Class-Aware, Probabilistic Dynamic Dataset Pruning",14,6,24,3,2,0,1,0,packets/P0447.md,89779A53732C683B729C3A5D27CAA27E9594FC5595A168F4D9A5AD6902ECFD4D,False
P0448,PRIMARY,The Impact of Coreset Selection on Spurious Correlations and Group Robustness,24,11,36,7,3,0,0,1,packets/P0448.md,A6805968EA9EE5F2C7E3C00D3CE969A7384C5D07D9EB926BCDE5058433A32010,False
P0449,PRIMARY,PropMix: Hard Sample Filtering and Proportional MixUp for Learning with Noisy Labels,15,14,0,9,3,1,0,1,packets/P0449.md,A4F7738A88C594C3D25CAC9C50DB00B41E11A51F73B49F36FFBCDB9CD2E85B17,False
P0450,PRIMARY,ELFS: Label-Free Coreset Selection with Proxy Training Dynamics,20,10,40,9,0,0,1,0,packets/P0450.md,34F26CA25EBDC6C645031E7E0C838C46AA8723B8739DFB6CFF81EA4B31334FF9,False
P0452,PRIMARY,Bridging Saliency Detection to Weakly Supervised Object Detection Based on Self-paced Curriculum Learning,7,8,0,6,2,0,0,0,packets/P0452.md,4ECA2B0AFD6E655C5929A33FF082F18DA10AD01D9ADA080934011C20DD3CB57F,False
P0454,PRIMARY,Batch Sampling for Experience Replay,5,4,9,3,0,0,1,0,packets/P0454.md,ECBDB7D67D8AA6C304EB80070A7E83793D259285AEB45D25B45A6387CEE507A3,False
P0455,PRIMARY,Self-Paced Learning Based Graph Convolutional Neural Network for Mixed Integer Programming (Student Abstract),2,2,0,1,1,0,0,0,packets/P0455.md,08D35A47D3B91B07A87CA1C6DCC22ABE76DBCEA1BDC4726F4E76B7AEC0BB41D6,False
P0457,PRIMARY,Directional Influence Function: Estimating Training Data Influence in Constrained Learning,23,1,1,0,1,0,0,0,packets/P0457.md,7E92827EE4B03C355C7325C255A3336D9E22A1A9A51D2CB9864CE49C428A2B6D,False
P0458,PRIMARY,Coordinated Replay Sample Selection for Continual Federated Learning,12,6,13,5,1,0,0,0,packets/P0458.md,14B95FF2D58A56770702071146CE82BCE3D9C68EA432784030CE63424C8BE95A,False
P0460,PRIMARY,RANSAC-based training data selection for speaker state recognition,4,4,17,2,1,0,0,1,packets/P0460.md,4E6ACCD863CA6C43CB7B1ED285CB29F81F9D1D78D73A73412E0C5A058841CF77,False
P0463,PRIMARY,It was the training data pruning too!,3,0,1,0,0,0,0,0,packets/P0463.md,1597F353F22065195DEC6CED2F48671082E329EB419A77EB9767C625F199777F,False
P0464,PRIMARY,Partitioned Gradient Matching-based Data Subset Selection for Compute-Efficient Robust ASR Training,12,7,9,4,1,1,0,1,packets/P0464.md,F859E8AD1D06756A8E98BCB4C23B9C3DDAA8EE705B0ED94797B156552B4DC31E,False
P0466,PRIMARY,SmallToLarge (S2L): Scalable Data Selection for Fine-tuning Large Language Models by Summarizing Training Trajectories of Small Models,25,16,13,5,9,1,0,1,packets/P0466.md,88AA9D0789081D4DF265D83129D6FBAE369EACC552D82F914C70569C9F2A9F94,False
P0467,PRIMARY,Denoising Neural Machine Translation Training with Trusted Data and Online Data Selection,11,10,11,5,3,0,1,1,packets/P0467.md,E68A48129BDBDCBBE8F6F7C1E854D5F9B81223A28402235C7A9D507F2FA8CD3F,False
P0468,PRIMARY,Self-Paced Learning for Images of Antinuclear Antibodies,13,16,7,11,4,1,0,0,packets/P0468.md,3C0FC4B9F27B543D024B02C266568EB489EC054DC3ADBC5C38088E3E0DAD6E1D,False
P0469,PRIMARY,AdaER: An Adaptive Experience Replay Approach for Continual Lifelong Learning,18,9,3,8,1,0,0,0,packets/P0469.md,1628EBBA9D946F26CDFBC5D64A437B658CA0C50F04693FF8E9F40E2329876934,False
P0470,PRIMARY,Feature Distribution Matching by Optimal Transport for Effective and Robust Coreset Selection,9,9,26,9,0,0,0,0,packets/P0470.md,87DF46BB4761E0159F09C25176DE2763753A3ED2AEFCC9227DD6AB37B57E1190,False
P0471,PRIMARY,Learning to Reweight Examples for Robust Deep Learning,13,7,6,5,1,0,0,1,packets/P0471.md,F3A4426687AF7014E8627D2EAA6E728B73483ECD1CFDAC2CC8DA94718CE96795,False
P0472,PRIMARY,Training Dynamics for Text Summarization Models,13,10,5,2,3,0,0,5,packets/P0472.md,D240F55E4A016D18505C266F098AE8C3100230BD6FEE7F7CF97AC9ECBCF6D3D0,False
P0474,PRIMARY,Learning to Detect Noisy Labels Using Model-Based Features,13,13,1,9,1,2,1,0,packets/P0474.md,0D38FE86D9B20B00B3F6D51F5491883AD0D96FB48B8352C779686EBC42A28C13,False
P0476,PRIMARY,Dataset Pruning: Reducing Training Data by Examining Generalization Influence,13,9,5,9,0,0,0,0,packets/P0476.md,B201F56B7D96068281804ACFA30F8E176E8143709AFA9BE4D637ABA1CFEB0144,False
P0477,PRIMARY,Robust Learning for Text Classification with Multi-source Noise Simulation and Hard Example Mining,16,11,0,9,1,0,0,1,packets/P0477.md,51CC48CFE2001D0F6AA07A46932C98EC31FD440E54FE7A2200662B89760B4481,False
P0479,PRIMARY,Cross-Platform Chinese Offensive Comment Detection via Dual-Threshold Hard Example Mining,10,4,14,2,2,0,0,0,packets/P0479.md,31508D6285675DE71AAEADA86086BCA742F2F0102FEB406F1BC4E8060834BB5A,False
P0482,PRIMARY,Investigating the locality of neural network training dynamics.,40,4,1,2,0,0,1,1,packets/P0482.md,BC4B05ABD3F1BAB1F91B0D7D6445AC2011D7AA2EE9EC2AB88BE7E6DA750658F8,False
P0483,PRIMARY,Probabilistic Bilevel Coreset Selection,16,20,24,13,5,1,0,1,packets/P0483.md,09359A68E7E678874548915E78D753AD76102DE74632477143430A1911DDEA50,False
P0484,PRIMARY,Lightweight Dataset Pruning without Full Training via Example Difficulty and Prediction Uncertainty,42,17,32,11,4,1,0,1,packets/P0484.md,F8D32DBF63FE36C2D507A00FE63FEF8D846688912943527E9729025AFD1B7FAB,False
P0485,PRIMARY,Symbolic Mechanistic Data Attribution: Tracing Training Influence to Learned Behavioral Policies,25,10,16,1,7,0,2,0,packets/P0485.md,D3E0BE41B486896D7820CE38FF55EAD26D624CB2A6E09E8ED55E949A836E01DB,False
P0486,PRIMARY,Efficient Active Learning for Image Classification and Segmentation\n using a Sample Selection and Conditional Generative Adversarial Network,14,6,0,4,1,0,0,1,packets/P0486.md,60BEC8ED2A32B81041C440151186015DF9706FE9FABD2BFE12E4A14B2009B716,False
P0487,PRIMARY,Towards Efficient Data Valuation Based on the Shapley Value,18,7,2,6,1,0,0,0,packets/P0487.md,65F01A8D619E8BFD69D7DC2C2D79E49242FB675657185D5A2F9A1ACFC773ECCC,False
P0489,PRIMARY,Selective Prediction via Training Dynamics,32,17,17,14,1,0,1,1,packets/P0489.md,A3FEEE18F8589EC4391D5BDEE007411B9415CA66C6B2094007A1E56AC0FEA3BF,False
P0490,PRIMARY,Coreset Selection via LLM-based Concept Bottlenecks,21,18,30,13,2,1,1,1,packets/P0490.md,0BA413CB42E0CBE661C843307EBF6E4C6E259F23708CBC9F5BB20E523F91F38E,False
P0491,PRIMARY,Exploring 3D Dataset Pruning,16,5,25,2,2,0,0,1,packets/P0491.md,D7A36F15E5CF5152A984C6A6C0C8D0E5952A6A5D371568DDE9D035BE10DC6EBC,False
P0494,PRIMARY,Predicting cognitive scores with graph neural networks through sample selection learning,16,9,7,6,2,0,0,1,packets/P0494.md,A6B5E69A648CDBAA5D21E7BB66B21C22B92494CF7502E2CDB6F18576F18F5A8F,False
P0495,PRIMARY,Enhancing Training Data Attribution for Large Language Models with Fitting Error Consideration,13,11,4,4,1,0,2,4,packets/P0495.md,0D4C7E06FBEE7751339D5111B40D047FDCB08715DEA4A8C554E29F211C1A80DC,False
P0496,PRIMARY,Dynamic Curriculum Learning for Great Ape Detection in the Wild,19,21,3,14,5,1,0,1,packets/P0496.md,EF3649DDF7B8F20FC18A9CEB95E49317AD65D2C7F535ACECDCA82E5C6FB63292,False
P0497,PRIMARY,Coresets for Accelerating Incremental Gradient Methods,18,7,17,4,2,0,0,1,packets/P0497.md,C9C28F35D7128A641870B63BCB5C1090B1D9DB695228E1885CE0D1B5745C82E7,False
P0498,PRIMARY,Extracting In-domain Training Corpora for Neural Machine Translation Using Data Selection Methods,8,7,20,4,3,0,0,0,packets/P0498.md,BD3413CEFCBB43F5151D77833A9AC2E308DA8DFC6F481D7509949DBA0D94CC2B,False
P0500,PRIMARY,GREATS: Online Selection of High-Quality Data for LLM Training in Every Iteration,27,26,16,10,9,0,6,1,packets/P0500.md,2A66D27E6F1FB811C99F53067E925AFB918BE46E8440423EA9057CD5FE2373C8,False
