epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_001.pt,1,1,1.767356,0.13,0.23,0.47619,0.559524,0.918322,0.89881
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_002.pt,1,1,1.911542,0.13,0.18,0.369048,0.488095,0.906318,0.910714
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_003.pt,1,1,1.808058,0.14,0.21,0.119048,0.25,0.868476,0.950397
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_004.pt,1,1,1.340411,0.29,0.4,0.404762,0.47619,0.904348,0.912698
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_005.pt,1,1,1.587625,0.31,0.35,0.488095,0.547619,0.9163,0.900794
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_006.pt,1,1,1.863626,0.19,0.3,0.178571,0.309524,0.877637,0.940476
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_007.pt,1,1,1.520508,0.1,0.16,0.238095,0.297619,0.875789,0.94246
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_008.pt,1,1,1.747768,0.31,0.4,0.333333,0.380952,0.888889,0.928571
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_009.pt,1,1,1.383638,0.17,0.21,0.428571,0.488095,0.906318,0.910714
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q1_200ep\weights\epoch_010.pt,1,1,1.597038,0.08,0.15,0.214286,0.428571,0.896552,0.920635
