epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_001.pt,1,1,1.724031,0.18,0.26,0.52381,0.619048,0.928571,0.888889
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_002.pt,1,1,1.851428,0.2,0.2,0.428571,0.428571,0.896996,0.924603
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_003.pt,1,1,1.698474,0.16,0.17,0.297619,0.309524,0.877637,0.940476
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_004.pt,1,1,1.603024,0.03,0.19,0.011905,0.333333,0.881356,0.936508
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_005.pt,1,1,1.671851,0.42,0.47,0.464286,0.52381,0.912281,0.904762
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_006.pt,1,1,1.44113,0.11,0.14,0.392857,0.440476,0.898488,0.918651
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_007.pt,1,1,1.195108,0.09,0.1,0.22619,0.238095,0.866667,0.952381
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_008.pt,1,1,1.158099,0.1,0.11,0.345238,0.369048,0.887234,0.93254
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_009.pt,1,1,1.104935,0.17,0.19,0.452381,0.47619,0.904555,0.914683
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_010.pt,1,1,1.452456,0.12,0.2,0.27381,0.357143,0.885106,0.93254
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_011.pt,1,1,1.42473,0.17,0.25,0.392857,0.511905,0.910284,0.906746
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_012.pt,1,1,1.254587,0.11,0.23,0.25,0.464286,0.902386,0.914683
13,epoch_013.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_013.pt,1,1,1.683841,0.06,0.11,0.047619,0.202381,0.861284,0.958333
14,epoch_014.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_014.pt,1,1,1.919735,0.17,0.28,0.238095,0.464286,0.902386,0.914683
15,epoch_015.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_015.pt,1,1,1.561394,0.09,0.15,0.285714,0.404762,0.892704,0.924603
16,epoch_016.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_016.pt,1,1,1.548078,0.17,0.25,0.333333,0.511905,0.910284,0.906746
17,epoch_017.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_017.pt,1,1,1.606452,0.14,0.17,0.357143,0.369048,0.887234,0.93254
18,epoch_018.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_018.pt,1,1,1.815817,0.2,0.31,0.357143,0.452381,0.900433,0.916667
19,epoch_019.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_019.pt,1,1,1.884808,0.2,0.25,0.416667,0.440476,0.898707,0.920635
20,epoch_020.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_020.pt,1,1,1.797021,0.2,0.21,0.357143,0.380952,0.889126,0.930556
21,epoch_021.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_021.pt,1,1,2.071308,0.15,0.21,0.190476,0.345238,0.883227,0.934524
22,epoch_022.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_022.pt,1,1,1.981931,0.16,0.31,0.130952,0.357143,0.885106,0.93254
23,epoch_023.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_023.pt,1,1,1.332426,0.09,0.13,0.309524,0.428571,0.896552,0.920635
24,epoch_024.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_024.pt,1,1,1.638987,0.29,0.3,0.416667,0.428571,0.896774,0.922619
25,epoch_025.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_025.pt,1,1,1.524183,0.28,0.34,0.535714,0.583333,0.922566,0.896825
26,epoch_026.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_026.pt,1,1,1.480643,0.11,0.21,0.333333,0.5,0.908297,0.90873
27,epoch_027.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_bucket_pilot\yolo11m_gate2_formal_bucket_r_q4_200ep\weights\epoch_027.pt,1,1,1.572873,0.12,0.13,0.309524,0.345238,0.883475,0.936508
