bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,80,0.018065,0.1125,0.094435
1,0.1,0.2,12,0.138316,0.333333,0.195017
2,0.2,0.3,8,0.237824,0.5,0.262176
3,0.3,0.4,6,0.361621,0.333333,0.028288
4,0.4,0.5,4,0.44759,0.25,0.19759
5,0.5,0.6,13,0.561266,0.615385,0.054118
6,0.6,0.7,11,0.655988,0.727273,0.071284
7,0.7,0.8,15,0.751927,0.8,0.048073
8,0.8,0.9,16,0.866964,0.75,0.116964
9,0.9,1.0,555,0.993072,0.972973,0.020099
