epoch,train_loss,val_loss,top1,top5,lr_pg0,lr_pg1,lr_pg2,epoch_time_seconds,elapsed_seconds,batch_size,accumulate,effective_batch,gpu_mem_reserved_gb,gpu_mem_peak_reserved_gb,gpu_mem_peak_allocated_gb,fitness,best_fitness_so_far,best_epoch_so_far,possible_early_stop,stop_triggered,is_best_epoch
1,0.03764,0.38137,0.92778,1.0,0.0033169934640522878,0.0033169934640522878,0.0033169934640522878,45.459537506103516,45.459537506103516,32,1,32,7.21420288,7.21420288,4.674000384,0.96389,0.96389,1,0,0,1
2,0.0367,0.37992,0.92778,1.0,0.006617407679738562,0.006617407679738562,0.006617407679738562,42.74583053588867,88.20637035369873,32,2,64,7.233077248,7.233077248,4.691552768,0.96389,0.96389,2,0,0,1
3,0.09843,0.41954,0.89444,1.0,0.009884821895424837,0.009884821895424837,0.009884821895424837,41.684877157211304,129.8912444114685,32,2,64,7.233077248,7.233077248,4.689455616,0.94722,0.96389,2,0,0,0
4,0.17986,0.42916,0.875,1.0,0.0098515,0.0098515,0.0098515,42.911212682724,172.80245113372803,32,2,64,7.233077248,7.233077248,4.690504192,0.9375,0.96389,2,0,0,0
5,0.16837,0.4066,0.90556,1.0,0.009802,0.009802,0.009802,41.8302116394043,214.63267254829407,32,2,64,7.233077248,7.233077248,4.689455616,0.95278,0.96389,2,0,0,0
6,0.16626,0.4177,0.89444,1.0,0.009752499999999999,0.009752499999999999,0.009752499999999999,42.034188985824585,256.6668589115143,32,2,64,7.233077248,7.233077248,4.690504192,0.94722,0.96389,2,0,0,0
7,0.1775,0.40446,0.90556,1.0,0.009703,0.009703,0.009703,41.91897130012512,298.58582758903503,32,2,64,7.233077248,7.233077248,4.689455616,0.95278,0.96389,2,0,0,0
8,0.15619,0.41758,0.9,1.0,0.009653499999999999,0.009653499999999999,0.009653499999999999,42.20199227333069,340.78782176971436,32,2,64,7.233077248,7.233077248,4.690504192,0.95,0.96389,2,0,0,0
9,0.17415,0.40505,0.90278,1.0,0.009604,0.009604,0.009604,42.09846615791321,382.8852882385254,32,2,64,7.233077248,7.233077248,4.689455616,0.95139,0.96389,2,0,0,0
10,0.1706,0.41836,0.8875,1.0,0.009554499999999999,0.009554499999999999,0.009554499999999999,41.95520257949829,424.84148931503296,32,2,64,7.233077248,7.233077248,4.690504192,0.94375,0.96389,2,0,0,0
11,0.15626,0.41386,0.89167,1.0,0.009505,0.009505,0.009505,42.14064884185791,466.9821400642395,32,2,64,7.233077248,7.233077248,4.689455616,0.94583,0.96389,2,0,0,0
12,0.15758,0.43762,0.88194,1.0,0.0094555,0.0094555,0.0094555,42.53581643104553,509.5179557800293,32,2,64,7.233077248,7.233077248,4.690504192,0.94097,0.96389,2,0,0,0
13,0.16476,0.4165,0.89722,1.0,0.009406,0.009406,0.009406,42.486735343933105,552.0036914348602,32,2,64,7.233077248,7.233077248,4.689455616,0.94861,0.96389,2,0,0,0
14,0.16123,0.41213,0.89306,1.0,0.009356500000000002,0.009356500000000002,0.009356500000000002,42.02266049385071,594.0273532867432,32,2,64,7.233077248,7.233077248,4.690504192,0.94653,0.96389,2,0,0,0
15,0.15473,0.40613,0.89861,1.0,0.009307,0.009307,0.009307,41.89652705192566,635.923876285553,32,2,64,7.233077248,7.233077248,4.689455616,0.94931,0.96389,2,0,0,0
16,0.1717,0.42497,0.88472,1.0,0.0092575,0.0092575,0.0092575,42.17505884170532,678.0979378223419,32,2,64,7.233077248,7.233077248,4.690504192,0.94236,0.96389,2,0,0,0
17,0.15296,0.41294,0.90694,1.0,0.009208000000000001,0.009208000000000001,0.009208000000000001,42.11010980606079,720.2090401649475,32,2,64,7.233077248,7.233077248,4.689455616,0.95347,0.96389,2,0,0,0
18,0.1676,0.40906,0.90278,1.0,0.0091585,0.0091585,0.0091585,41.803038120269775,762.012086391449,32,2,64,7.233077248,7.233077248,4.690504192,0.95139,0.96389,2,0,0,0
19,0.13554,0.42948,0.88194,1.0,0.009109,0.009109,0.009109,42.029770612716675,804.0418560504913,32,2,64,7.233077248,7.233077248,4.689455616,0.94097,0.96389,2,0,0,0
20,0.14784,0.40529,0.90972,1.0,0.0090595,0.0090595,0.0090595,42.51448106765747,846.5563378334045,32,2,64,7.233077248,7.233077248,4.690504192,0.95486,0.96389,2,0,0,0
21,0.13999,0.3976,0.91389,1.0,0.00901,0.00901,0.00901,42.320783615112305,888.8771214485168,32,2,64,7.233077248,7.233077248,4.689455616,0.95694,0.96389,2,1,0,0
22,0.15662,0.40702,0.89722,1.0,0.0089605,0.0089605,0.0089605,42.396379470825195,931.2735016345978,32,2,64,7.233077248,7.233077248,4.690504192,0.94861,0.96389,2,1,1,0
