bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,51,0.02029,0.117647,0.097357
1,0.1,0.2,4,0.128037,0.0,0.128037
2,0.2,0.3,8,0.245132,0.25,0.004868
3,0.3,0.4,8,0.349028,0.5,0.150972
4,0.4,0.5,9,0.45424,0.444444,0.009796
5,0.5,0.6,6,0.536091,0.666667,0.130576
6,0.6,0.7,4,0.656444,0.5,0.156444
7,0.7,0.8,11,0.76452,0.909091,0.14457
8,0.8,0.9,18,0.851146,0.722222,0.128924
9,0.9,1.0,385,0.995804,0.974026,0.021778
