bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,28,0.053736,0.0,0.053736
1,0.1,0.2,13,0.143112,0.230769,0.087657
2,0.2,0.3,11,0.240385,0.272727,0.032342
3,0.3,0.4,9,0.345405,0.222222,0.123183
4,0.4,0.5,19,0.450632,0.421053,0.02958
5,0.5,0.6,10,0.538804,0.6,0.061196
6,0.6,0.7,23,0.655131,0.782609,0.127478
7,0.7,0.8,16,0.742167,0.9375,0.195333
8,0.8,0.9,43,0.863774,0.930233,0.066459
9,0.9,1.0,332,0.982896,0.978916,0.003981
