bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,54,0.016743,0.092593,0.07585
1,0.1,0.2,9,0.142011,0.333333,0.191322
2,0.2,0.3,8,0.237824,0.5,0.262176
3,0.3,0.4,5,0.370081,0.4,0.029919
4,0.4,0.5,3,0.44575,0.0,0.44575
5,0.5,0.6,11,0.557851,0.636364,0.078513
6,0.6,0.7,8,0.658958,0.75,0.091042
7,0.7,0.8,11,0.753894,0.727273,0.026621
8,0.8,0.9,9,0.871031,0.777778,0.093254
9,0.9,1.0,386,0.992977,0.979275,0.013702
