bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,27,0.03774,0.074074,0.036334
1,0.1,0.2,20,0.138633,0.05,0.088633
2,0.2,0.3,10,0.24844,0.4,0.15156
3,0.3,0.4,13,0.342627,0.307692,0.034934
4,0.4,0.5,9,0.447453,0.333333,0.11412
5,0.5,0.6,19,0.54663,0.684211,0.13758
6,0.6,0.7,14,0.637529,0.714286,0.076757
7,0.7,0.8,23,0.750015,0.869565,0.11955
8,0.8,0.9,54,0.852558,0.962963,0.110405
9,0.9,1.0,315,0.976819,0.987302,0.010483
