epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch0.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_001.pt,1,1,1.093773,0.19,0.21,0.547619,0.571429,0.92053,0.89881
2,epoch1.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_002.pt,1,1,1.248975,0.12,0.2,0.404762,0.52381,0.912281,0.904762
3,epoch2.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_003.pt,1,1,0.931117,0.1,0.11,0.404762,0.428571,0.896774,0.922619
4,epoch3.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_004.pt,1,1,0.930928,0.25,0.28,0.297619,0.321429,0.879493,0.938492
5,epoch4.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_005.pt,1,1,1.031526,0.09,0.09,0.333333,0.333333,0.881857,0.940476
6,epoch5.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_006.pt,1,1,0.850283,0.12,0.23,0.309524,0.464286,0.902386,0.914683
7,epoch6.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_007.pt,1,1,1.14556,0.19,0.24,0.345238,0.380952,0.888889,0.928571
8,epoch7.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_008.pt,1,1,0.828521,0.09,0.13,0.297619,0.380952,0.889126,0.930556
9,epoch8.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_009.pt,1,1,1.122824,0.22,0.32,0.380952,0.47619,0.904348,0.912698
10,epoch9.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn18_200ep\weights\epoch_010.pt,1,1,0.965801,0.21,0.23,0.333333,0.404762,0.892934,0.926587
