bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,53,0.157891,0.09434,0.063551
2,0.2,0.3,57,0.247803,0.614035,0.366232
3,0.3,0.4,287,0.37218,0.95122,0.579039
4,0.4,0.5,107,0.408796,1.0,0.591204
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
