bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,36,0.181085,0.055556,0.12553
2,0.2,0.3,19,0.24433,0.157895,0.086435
3,0.3,0.4,420,0.383175,0.919048,0.535873
4,0.4,0.5,29,0.402353,1.0,0.597647
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
