epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch0.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_001.pt,1.076737,0.21,0.25,0.535714,0.571429,0.920354,0.896825,45,2,48,4
2,epoch1.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_002.pt,0.949563,0.1,0.14,0.464286,0.511905,0.910284,0.906746,39,2,43,4
3,epoch2.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_003.pt,1.26106,0.19,0.25,0.380952,0.464286,0.902386,0.914683,32,2,39,4
4,epoch3.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_004.pt,0.887022,0.22,0.23,0.285714,0.309524,0.877895,0.94246,24,2,26,3
5,epoch4.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_005.pt,1.136289,0.16,0.19,0.357143,0.416667,0.89485,0.924603,30,1,35,3
6,epoch5.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_006.pt,1.130153,0.2,0.27,0.345238,0.404762,0.892704,0.924603,29,2,34,4
7,epoch6.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_007.pt,1.107141,0.16,0.25,0.27381,0.345238,0.883227,0.934524,23,2,29,4
8,epoch7.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_008.pt,1.077599,0.09,0.14,0.130952,0.297619,0.875789,0.94246,11,2,25,4
9,epoch8.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_009.pt,1.199887,0.17,0.2,0.297619,0.369048,0.887234,0.93254,25,2,31,3
10,epoch9.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_010.pt,1.122605,0.15,0.17,0.333333,0.345238,0.883227,0.934524,28,2,29,4
11,epoch10.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_011.pt,0.877587,0.16,0.31,0.297619,0.452381,0.900433,0.916667,25,2,38,4
12,epoch11.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_012.pt,0.978627,0.12,0.17,0.27381,0.392857,0.890792,0.926587,23,2,33,4
13,epoch12.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_013.pt,1.304368,0.16,0.24,0.27381,0.392857,0.890792,0.926587,23,2,33,4
14,epoch13.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_014.pt,1.117835,0.19,0.22,0.404762,0.452381,0.900433,0.916667,34,2,38,4
15,epoch14.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_015.pt,0.937507,0.13,0.13,0.333333,0.333333,0.881857,0.940476,28,2,28,2
16,epoch15.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_016.pt,1.059237,0.24,0.29,0.357143,0.404762,0.892704,0.924603,30,2,34,4
17,epoch16.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_017.pt,1.089751,0.23,0.23,0.511905,0.511905,0.910675,0.910714,43,2,43,2
18,epoch17.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_018.pt,1.091776,0.13,0.17,0.345238,0.440476,0.898488,0.918651,29,2,37,4
19,epoch18.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_019.pt,1.118519,0.13,0.25,0.357143,0.452381,0.900433,0.916667,30,0,38,4
20,epoch19.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_020.pt,1.554423,0.24,0.31,0.357143,0.464286,0.902386,0.914683,30,2,39,4
21,epoch20.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11s_gate2_formal_hn08_200ep\weights\epoch_021.pt,1.485087,0.27,0.27,0.428571,0.428571,0.896996,0.924603,36,2,36,2
