bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,36,0.178712,0.055556,0.123156
2,0.2,0.3,25,0.233718,0.16,0.073718
3,0.3,0.4,404,0.384107,0.928218,0.54411
4,0.4,0.5,39,0.40256,1.0,0.59744
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
