threshold,tpr,recall,fpr,specificity,tp,fn,fp,tn
1.01,0.0,0.0,0.0,1.0,0,600,0,120
0.999991,0.0,0.0,0.0,1.0,0,600,0,120
0.999989,0.001667,0.001667,0.0,1.0,1,599,0,120
0.999987,0.003333,0.003333,0.0,1.0,2,598,0,120
0.999984,0.006667,0.006667,0.0,1.0,4,596,0,120
0.999983,0.006667,0.006667,0.0,1.0,4,596,0,120
0.999978,0.008333,0.008333,0.0,1.0,5,595,0,120
0.999943,0.011667,0.011667,0.0,1.0,7,593,0,120
0.99994,0.013333,0.013333,0.0,1.0,8,592,0,120
0.999928,0.015,0.015,0.0,1.0,9,591,0,120
0.999915,0.015,0.015,0.0,1.0,9,591,0,120
0.999913,0.016667,0.016667,0.0,1.0,10,590,0,120
0.999898,0.02,0.02,0.0,1.0,12,588,0,120
0.999873,0.021667,0.021667,0.0,1.0,13,587,0,120
0.999858,0.023333,0.023333,0.0,1.0,14,586,0,120
0.99985,0.023333,0.023333,0.0,1.0,14,586,0,120
0.999824,0.025,0.025,0.0,1.0,15,585,0,120
0.999818,0.026667,0.026667,0.0,1.0,16,584,0,120
0.999809,0.03,0.03,0.0,1.0,18,582,0,120
0.999805,0.031667,0.031667,0.0,1.0,19,581,0,120
0.99977,0.033333,0.033333,0.0,1.0,20,580,0,120
0.999767,0.035,0.035,0.0,1.0,21,579,0,120
0.999738,0.035,0.035,0.0,1.0,21,579,0,120
0.999724,0.036667,0.036667,0.0,1.0,22,578,0,120
0.999715,0.04,0.04,0.0,1.0,24,576,0,120
0.999671,0.041667,0.041667,0.0,1.0,25,575,0,120
0.999659,0.043333,0.043333,0.0,1.0,26,574,0,120
0.999658,0.043333,0.043333,0.0,1.0,26,574,0,120
0.999646,0.046667,0.046667,0.0,1.0,28,572,0,120
0.999633,0.048333,0.048333,0.0,1.0,29,571,0,120
0.999557,0.05,0.05,0.0,1.0,30,570,0,120
0.999555,0.05,0.05,0.0,1.0,30,570,0,120
0.999519,0.053333,0.053333,0.0,1.0,32,568,0,120
0.999517,0.053333,0.053333,0.0,1.0,32,568,0,120
0.999502,0.055,0.055,0.0,1.0,33,567,0,120
0.999488,0.056667,0.056667,0.0,1.0,34,566,0,120
0.999486,0.058333,0.058333,0.0,1.0,35,565,0,120
0.999483,0.061667,0.061667,0.0,1.0,37,563,0,120
0.999466,0.063333,0.063333,0.0,1.0,38,562,0,120
0.999464,0.065,0.065,0.0,1.0,39,561,0,120
0.999462,0.066667,0.066667,0.0,1.0,40,560,0,120
0.99942,0.068333,0.068333,0.0,1.0,41,559,0,120
0.99941,0.068333,0.068333,0.0,1.0,41,559,0,120
0.999382,0.07,0.07,0.0,1.0,42,558,0,120
0.999376,0.073333,0.073333,0.0,1.0,44,556,0,120
0.999367,0.075,0.075,0.0,1.0,45,555,0,120
0.999358,0.075,0.075,0.0,1.0,45,555,0,120
0.999357,0.078333,0.078333,0.0,1.0,47,553,0,120
0.999333,0.078333,0.078333,0.0,1.0,47,553,0,120
0.999247,0.081667,0.081667,0.0,1.0,49,551,0,120
0.999232,0.081667,0.081667,0.0,1.0,49,551,0,120
0.999185,0.083333,0.083333,0.0,1.0,50,550,0,120
0.999159,0.085,0.085,0.0,1.0,51,549,0,120
0.999147,0.086667,0.086667,0.0,1.0,52,548,0,120
0.999137,0.09,0.09,0.0,1.0,54,546,0,120
0.999131,0.091667,0.091667,0.0,1.0,55,545,0,120
0.999084,0.091667,0.091667,0.0,1.0,55,545,0,120
0.999052,0.095,0.095,0.0,1.0,57,543,0,120
0.999017,0.095,0.095,0.0,1.0,57,543,0,120
