bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,33,0.059141,0.060606,0.001465
1,0.1,0.2,26,0.155104,0.115385,0.03972
2,0.2,0.3,19,0.250156,0.473684,0.223528
3,0.3,0.4,16,0.346278,0.3125,0.033778
4,0.4,0.5,17,0.442667,0.294118,0.148549
5,0.5,0.6,12,0.544953,0.833333,0.288381
6,0.6,0.7,23,0.649155,0.826087,0.176932
7,0.7,0.8,43,0.752827,0.906977,0.15415
8,0.8,0.9,69,0.85403,0.869565,0.015536
9,0.9,1.0,462,0.978482,0.969697,0.008785
