bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,38,0.183008,0.026316,0.156692
2,0.2,0.3,50,0.253792,0.38,0.126208
3,0.3,0.4,386,0.378277,0.958549,0.580273
4,0.4,0.5,30,0.402582,1.0,0.597418
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
