epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_001.pt,1,1,0.935426,0.18,0.21,0.059524,0.107143,0.847251,0.974206
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_002.pt,1,1,1.167488,0.32,0.35,0.047619,0.083333,0.843813,0.978175
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_003.pt,1,1,0.863467,0.23,0.27,0.142857,0.166667,0.856263,0.96627
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_004.pt,1,1,1.125698,0.39,0.42,0.166667,0.178571,0.858025,0.964286
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_005.pt,1,1,1.146781,0.3,0.39,0.154762,0.178571,0.857732,0.962302
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_006.pt,1,1,0.998682,0.27,0.34,0.130952,0.178571,0.857732,0.962302
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_007.pt,1,1,0.926383,0.29,0.33,0.178571,0.214286,0.863354,0.958333
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_008.pt,1,1,0.867423,0.14,0.19,0.107143,0.190476,0.859504,0.960317
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_009.pt,1,1,0.852696,0.41,0.44,0.25,0.297619,0.875789,0.94246
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_010.pt,1,1,0.759181,0.18,0.2,0.107143,0.154762,0.854508,0.968254
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_011.pt,1,1,1.024936,0.33,0.42,0.178571,0.261905,0.870293,0.948413
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_012.pt,1,1,0.845277,0.19,0.27,0.190476,0.214286,0.863071,0.956349
13,epoch_013.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_013.pt,1,1,0.730887,0.07,0.12,0.178571,0.321429,0.879493,0.938492
14,epoch_014.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_multiseed\yolo11m_gate2_ms_s0401_hn02_200ep\weights\epoch_014.pt,1,1,0.909521,0.29,0.45,0.25,0.404762,0.892704,0.924603
