bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,0,,,
1,0.1,0.2,28,0.183538,0.0,0.183538
2,0.2,0.3,26,0.240649,0.192308,0.048341
3,0.3,0.4,354,0.384464,0.90113,0.516666
4,0.4,0.5,96,0.40545,1.0,0.59455
5,0.5,0.6,0,,,
6,0.6,0.7,0,,,
7,0.7,0.8,0,,,
8,0.8,0.9,0,,,
9,0.9,1.0,0,,,
