paper_id,title,source_path,source_bytes,source_sha256,source_format,text_path,text_bytes,text_sha256,visible_characters,extraction_tool,receipt_path,reading_credit_granted
P0230,GORACS: Group-level Optimal Transport-guided Coreset Selection for LLM-based Recommender Systems,staging/broad_freeze_v2/sources/P0230.pdf,1246760,657C23561DB53B6DBA48AA35585AD26974A629711FAF5DCB83BAA40078E6B821,PDF,staging/screened_text_v2/text/P0230.txt,159754,457BB4261E6F4A225193B288E264B88F0F40DBF055C4116417EFFFBC3122FF35,66527,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0230.txt.receipt.json,False
P0496,Self-Paced Learning for Neural Machine Translation,staging/broad_freeze_v2/sources/P0496.pdf,1363385,990DA7747896671BB266B489238F579FBEA486AF6963F50FEDC70ADABF8912C8,PDF,staging/screened_text_v2/text/P0496.txt,37167,57B9A98A0E3B1B6D410A102AECC52B3FFEB39F8885E94E78E19FD1FEE5333A20,22000,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0496.txt.receipt.json,False
P0338,Feature Distribution Matching by Optimal Transport for Effective and Robust Coreset Selection,staging/broad_freeze_v2/sources/P0338.pdf,643539,DCD6AB2C53575721BF7CD9D31E20969A125079DC32BFE9F02B6DB47D60003AAD,PDF,staging/screened_text_v2/text/P0338.txt,61688,0B262BAA43109220EAD56A0FDAF595D36C0D52F3546D9680B9FEDC75AA909CB9,36893,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0338.txt.receipt.json,False
P0081,GRACE: A Dynamic Coreset Selection Framework for Large Language Model Optimization,staging/broad_freeze_v2/sources/P0081.pdf,1236196,617FF7A6C0D9DE31C19FAB0B0F94C773969FA4F20E116B00B175527779700AEA,PDF,staging/screened_text_v2/text/P0081.txt,189104,1B300DF7856E17A141AD0688643117CAE2A4970CB8795F66E827523BB775DD10,90126,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0081.txt.receipt.json,False
P0433,Measuring Fine-Grained Relatedness in Multitask Learning via Data Attribution,staging/broad_freeze_v2/sources/P0433.pdf,873573,ACD6179F2C39B1A1F50513F3EA8F85AAE1A903287E926D252711856DFE4F480E,PDF,staging/screened_text_v2/text/P0433.txt,104748,B98DE931C826A610611944BC8B6A2F53385AE3814A436A3E52073EBFD7E81226,65726,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0433.txt.receipt.json,False
P0437,SEEP: Training Dynamics Grounds Latent Representation Search for Mitigating Backdoor Poisoning Attacks,staging/broad_freeze_v2/sources/P0437.pdf,859326,0A0A51B5BDD2D74498EBD2CD812FF0B85EBEB4CE570261C846B58CA363D7FCE9,PDF,staging/screened_text_v2/text/P0437.txt,76623,07EE7885B34DC4830D0C823432B751BD403AC504DD034C0A205BD2A8DF5C037D,45003,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0437.txt.receipt.json,False
P0223,Hierarchical Neyman-Pearson Classification for Prioritizing Severe Disease Categories in COVID-19 Patient Data,staging/broad_freeze_v2/sources/P0223.pdf,3369840,4E40D1457B92523122D4553B02EDDB3946DCCBF820E8E4B82B1BC515981C1754,PDF,staging/screened_text_v2/text/P0223.txt,242989,881BB2CDB106416E7FA374CB9086595096756AAC967B3326BCA1F3F221FF75C5,108119,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0223.txt.receipt.json,False
P0281,UNICON: Combating Label Noise Through Uniform Selection and Contrastive Learning,staging/broad_freeze_v2/sources/P0281.pdf,2531250,F5BB0C951181300351F496D44041A5EB6599529199BB89E90CB3710DCDCB395A,PDF,staging/screened_text_v2/text/P0281.txt,170719,5B391A3D7617262FD0A4C2D8BDBC7AD536701254A9A16ED5765EB267D7BFA4CE,62556,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0281.txt.receipt.json,False
P0444,Human Not in the Loop: Objective Sample Difficulty Measures for Curriculum Learning,staging/broad_freeze_v2/sources/P0444.pdf,207612,162FF180FF3E81DBDA846594194D99A1C31F0FF4E6DBF01CCAD9388B1734EEED,PDF,staging/screened_text_v2/text/P0444.txt,32240,A6FFFCBB71486643EAC22A8F6C87115584E28589227869E28747F3C4C0AD67C1,18678,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0444.txt.receipt.json,False
P0305,Predicting cognitive scores with graph neural networks through sample selection learning,staging/broad_freeze_v2/sources/P0305.pdf,2157120,2B364AC45FFCEE9BDDE52A40A7C48483DF3FF7CE0F2EDB897AE678BF411309A4,PDF,staging/screened_text_v2/text/P0305.txt,98797,AAFFDD8CDFC03DD40526FE47EE386ED1A8101BB781115AC62811477701A5444B,59072,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0305.txt.receipt.json,False
P0374,When Dynamic Data Selection Meets Data Augmentation,staging/broad_freeze_v2/sources/P0374.pdf,1325987,727173D8CC1DE0E2894B3D6E79EE949EDA376D3352F79206DB0858A94BC5F8EB,PDF,staging/screened_text_v2/text/P0374.txt,77988,483DB82D614FE45D5FB79297BAB8C50BB2597FA0EB83B4504F512EB0C22F5E84,44429,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0374.txt.receipt.json,False
P0464,Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units,staging/broad_freeze_v2/sources/P0464.pdf,2615305,C728E7DC7ED3EE0554C3D54C64B3C0B47BDD204CBACF6198872D069D881BD997,PDF,staging/screened_text_v2/text/P0464.txt,209850,6D29AE9ABD8AC571F3AA933F43658C45EC700780A515D71E32AF9D4E0FE4B3A8,103343,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0464.txt.receipt.json,False
P0431,Exploring 3D Dataset Pruning,staging/broad_freeze_v2/sources/P0431.pdf,835548,126500E8217C8420A49E2C60FDB32A0B5C32D4A5691C692FC153A79EA7CA471B,PDF,staging/screened_text_v2/text/P0431.txt,110487,9FC37EFA4A201B2AAEC38E46299BAB8DF64C4B3835AC74C5782631E93097C757,47643,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0431.txt.receipt.json,False
P0019,Investigating Multi-source Active Learning for Natural Language Inference,staging/broad_freeze_v2/sources/P0019.pdf,3245207,972BD53306DEF3A83BDCD5DD161D06C7D77520FA0C44C1A15A8BCDA3DA27681F,PDF,staging/screened_text_v2/text/P0019.txt,127898,48DCA26399C9D06508CC55AE7C3C0049F3E7582FEFD38F10F5297AE9C8203046,65073,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0019.txt.receipt.json,False
P0003,GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,staging/broad_freeze_v2/sources/P0003.pdf,1120432,27CA3618BE53A4F5F4F783A48629D2A17C0D7C93FAFE359E6729CBB18879CE79,PDF,staging/screened_text_v2/text/P0003.txt,232613,85D3B8C9D327D1FE018D50F1F0820846D14FDEE736F46207974C338B275F0BDB,86503,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0003.txt.receipt.json,False
P0246,Multi-Label Noise Robust Collaborative Learning for Remote Sensing Image Classification,staging/broad_freeze_v2/sources/P0246.pdf,2396628,65B87E81995FAF6BF91C62B9A699A245626437E82CE58BBA0C3FCF1676C1646A,PDF,staging/screened_text_v2/text/P0246.txt,108657,712CF4DC136C1BE48C98D5A551605C60BC6D8E6251F956FB71CF82AF34F3C376,65479,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0246.txt.receipt.json,False
P0379,Open-set Label Noise Can Improve Robustness Against Inherent Label Noise,staging/broad_freeze_v2/sources/P0379.pdf,709283,7FABCB36EB122F0097FBCEBB829E2DA83EFD1E4C8AD7BEBD995EABDFB50E6901,PDF,staging/screened_text_v2/text/P0379.txt,98939,C3B2948091DCC6288B7C4C56668C9192885FDBE6BC7005E8DF96175FF61C376C,59429,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0379.txt.receipt.json,False
P0413,A Novel Text Sample Selection Model for Scene Text Detection via Bootstrap Learning,staging/broad_freeze_v2/sources/P0413.pdf,878959,C6C756B42DF527D2B3DF4E24B93EDE06733930D86A33788BBC696A21A009F1D5,PDF,staging/screened_text_v2/text/P0413.txt,65566,0B2276C97D257BF30B10A1FBA106B2A8FAA9D33796F290B0FB6B5FD1CB8294FC,44740,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0413.txt.receipt.json,False
P0198,SSR: An Efficient and Robust Framework for Learning with Unknown Label Noise,staging/broad_freeze_v2/sources/P0198.pdf,8833197,367B71881B372D42B8F4BF8C5CFC84EF1B1EF2DF14E239627C562F2875F3F551,PDF,staging/screened_text_v2/text/P0198.txt,54444,DDB637C34EA88AB8E4E16FD3E30CB0E6203C042DDC8E2707CD040C716DA8B9B1,38708,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0198.txt.receipt.json,False
P0244,Data Pruning in Generative Diffusion Models,staging/broad_freeze_v2/sources/P0244.pdf,20903694,7D8F98F25AF0C30885FF8A1016FAE7795F758081A85B5E61800879AD6A3A3A72,PDF,staging/screened_text_v2/text/P0244.txt,69259,21DD52B676693525FE1D0BA3CD69527A3A8660237A4A1DD00D8AFAD11C20E68C,44744,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0244.txt.receipt.json,False
P0239,Intentional Control of Type I Error Over Unconscious Data Distortion: A Neyman–Pearson Approach to Text Classification,staging/broad_freeze_v2/sources/P0239.pdf,1589991,30FE7262506A2E5B88CBB0692040E9B767990EEA48DC89DBEBC3751EFCD40C58,PDF,staging/screened_text_v2/text/P0239.txt,148360,E3793B390AD17FAF3E437AC1D58FAAB721592076F9DA21BAB984FDCAA49F4D8D,80736,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0239.txt.receipt.json,False
P0302,Deep Learning on a Healthy Data Diet: Finding Important Examples for Fairness,staging/broad_freeze_v2/sources/P0302.pdf,507488,2D0CBC86E0A311632F30510CD814FB85429206901A0467B4A2D72F053B84234A,PDF,staging/screened_text_v2/text/P0302.txt,66430,50F56F4BDD054F6A02F6154A9DC71A8945AC4804BC011BD0365CA610608151F8,36470,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0302.txt.receipt.json,False
P0448,How does Early Stopping Help Generalization against Label Noise?,staging/broad_freeze_v2/sources/P0448.pdf,1045398,6A66DEC273A5E271E35EC020032DEC9D2C0B955D1671E688C7236FF2CD735368,PDF,staging/screened_text_v2/text/P0448.txt,79345,D31944CBC05521D9A0459C0F47937ECF95079344351663D773161A81D29FF023,38481,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0448.txt.receipt.json,False
P0363,Curriculum Learning for Heterogeneous Star Network Embedding via Deep Reinforcement Learning,staging/broad_freeze_v2/sources/P0363.pdf,1654157,EE3CE40BD7C8E08AD9649792357FDC47899F11A042A83FE5C4ACBC6585D14427,PDF,staging/screened_text_v2/text/P0363.txt,126244,D3BA7A0303D143BCDD7D2BD4E5023E01B89134C69F71C50902BB19BD3767131B,46732,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0363.txt.receipt.json,False
P0085,PRISM: Self-Pruning Intrinsic Selection Method for Training-Free Multimodal Data Selection,staging/broad_freeze_v2/sources/P0085.pdf,2627586,7CEB28BD9CD9F60FD2C19339431D6BC4EDFE8C92343F1A76E689EF20B4500457,PDF,staging/screened_text_v2/text/P0085.txt,150748,7AABC43942226BB6E598C47AD734A15FE15E2F9ADBF59CBF4230AC4C0A3467DC,81446,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0085.txt.receipt.json,False
P0399,Influence Dynamics and Stagewise Data Attribution,staging/broad_freeze_v2/sources/P0399.pdf,11434373,DD4E715570D17E3287FF6EDC8EBA1F3D6EF8FFF67CBCA1749913F55EC75D3DCF,PDF,staging/screened_text_v2/text/P0399.txt,113071,A74F92C8CAB9FADB8E6395ACC7B3448D2D967B4AA723567F3CF36FAD234DDEAE,77887,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0399.txt.receipt.json,False
P0270,Improved Hard Example Mining Approach for Single Shot Object Detectors,staging/broad_freeze_v2/sources/P0270.pdf,764975,80BC7A8742C2714052D4EA6AD9D86F72BCC3EE93E4ACF8CBAFBF6D7E3F6A8687,PDF,staging/screened_text_v2/text/P0270.txt,37860,613FBC3A27B8A9185C0B5B020CF6212222C73D0678DF6FAACE6819C95E1700B0,19147,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0270.txt.receipt.json,False
P0355,Competence-based Curriculum Learning for Neural Machine Translation,staging/broad_freeze_v2/sources/P0355.pdf,661424,5DB360924D8032A6B46FC62AE5DA6F13968AEF642EDC756F37884045E9907E90,PDF,staging/screened_text_v2/text/P0355.txt,65727,889CCC2226C9D6AF116CD4EF19E471D4631C181A4109B3FDB492743DC8D30AA7,36740,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0355.txt.receipt.json,False
P0456,Calibrated Semi-Supervised Models for Disaster Response based on Training Dynamics,staging/broad_freeze_v2/sources/P0456.pdf,282747,2C1FBA1C419A85B1FCA3A65B4CD9AF254F503552282F0458E29C43D047192C70,PDF,staging/screened_text_v2/text/P0456.txt,49176,6C21DD326103A38B724549493B7CB2F0CA8A53DD50A37C375AD723A13243D197,36502,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0456.txt.receipt.json,False
P0450,A Novel Multiview Sampling-Based Meta Self-Paced Learning Approach for Class-Imbalanced Intelligent Fault Diagnosis,staging/broad_freeze_v2/sources/P0450.pdf,1505647,E9D6ABC660DCAFDD35737AEE1668093372052FA992780C2EFF410A1966995FA1,PDF,staging/screened_text_v2/text/P0450.txt,93422,4BA153B2CDA4CE368AD989B9318329C245AE300DCE14CB0A736A616B3A3DCCBE,53260,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0450.txt.receipt.json,False
P0151,PARS: Pseudo-Label Aware Robust Sample Selection for Learning with Noisy Labels,staging/broad_freeze_v2/sources/P0151.pdf,1174750,23BA88266DD8907648CB8E76DA735E54137539216E8A420B5B460D0C083A4D50,PDF,staging/screened_text_v2/text/P0151.txt,73749,783CC94ACD2D9A8BE9DE637F45AC0BA71D602D2597095824283DDAB3C081DA7E,49560,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0151.txt.receipt.json,False
P0257,Neyman-Pearson multiclass classification under label noise via empirical likelihood,staging/broad_freeze_v2/sources/P0257.pdf,2903984,32DA7FEA79A0EF19A1BF425CE397EA3BB933BA4706BC2AD1B5A8C8F05C60AECE,PDF,staging/screened_text_v2/text/P0257.txt,232719,1CF035A2D629044B69A14A0FBA5E32A872CEFD0EFCC5426AB9EE9F1E32F17096,105270,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0257.txt.receipt.json,False
P0252,Logistic push: a regression framework for partial AUC optimization,staging/broad_freeze_v2/sources/P0252.pdf,336939,6FB2E5588DDAF4358FE6EC6CBB2B9E94D804A5A36A0496D7F5915E4F86A25FCF,PDF,staging/screened_text_v2/text/P0252.txt,32705,6845F36290276C4A6C47DB7E3EF7D30931D971F14E222D440D7CE611EE1D56CE,19319,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0252.txt.receipt.json,False
P0105,Smart Cuts: Enhance Active Learning for Vulnerability Detection by Pruning Hard-to-Learn Data,staging/broad_freeze_v2/sources/P0105.pdf,3183768,976A0D6476849AD2652D15DDA87980EB255A7724B8B52257CFD8B2F12635FBE2,PDF,staging/screened_text_v2/text/P0105.txt,91702,B78B05AEA827969EC8981280C04A55D704803FE5414C934F0BBD1977FE405F2A,63067,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0105.txt.receipt.json,False
P0061,Learn the Time to Learn: Replay Scheduling in Continual Learning,staging/broad_freeze_v2/sources/P0061.pdf,857691,C10C3AC54DD62ED5D38ED16E0AD446194A6F2779011B2489FA0EBF1007829D4E,PDF,staging/screened_text_v2/text/P0061.txt,298206,E57742404E41981AACED191A393614C98DD679E780C60107FC11771CF66C81ED,166495,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0061.txt.receipt.json,False
P0023,A Structural SVM Based Approach for Optimizing Partial AUC,staging/broad_freeze_v2/sources/P0023.pdf,258814,3181AD0BD445DEB002F3F3D6C4A415E5FA008F61219A79DE6078856DB84DF51B,PDF,staging/screened_text_v2/text/P0023.txt,72610,A59B7414212A90F1C4377D5F3259541A80D443F2CD540F5F23B4BC6B187FECCC,32089,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0023.txt.receipt.json,False
P0166,Transfer Learning With Intelligent Training Data Selection for Prediction of Alzheimer’s Disease,staging/broad_freeze_v2/sources/P0166.pdf,10786812,C5481C40F8CC7E734F0E00908C89326B1A5A7DC936DF02B51F0A97335F27F896,PDF,staging/screened_text_v2/text/P0166.txt,64101,76B6FB7D1D4676F1C33022D60B6183C4057A5BCE3550F8BB4B1D4D8808D72162,39759,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0166.txt.receipt.json,False
P0276,MSPL: Multimodal Self-Paced Learning for Multi-Omics Feature Selection and Data Integration,staging/broad_freeze_v2/sources/P0276.pdf,4349888,3C5993FEF08D18188D77432E8BB8BB52F52142259CD63DB6DE0458809E1F1B43,PDF,staging/screened_text_v2/text/P0276.txt,93862,45BC7E004D9B89785533ABFDC742ABF990A554D77A47C07DBB73104DA16B6606,53325,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0276.txt.receipt.json,False
P0238,A Bayesian Approach To Analysing Training Data Attribution In Deep Learning,staging/broad_freeze_v2/sources/P0238.pdf,3181465,25EF26ED306E0C91ED4660C55BE2F9FE1374C6B990E756EBEC238547B15EEE7E,PDF,staging/screened_text_v2/text/P0238.txt,171349,A06FEFB31CF34B3C78C22A08D1F82D0F498372610B154E77F55CAFE88B46BE6D,68809,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0238.txt.receipt.json,False
P0171,Efficient Adversarial Contrastive Learning via Robustness-Aware Coreset Selection,staging/broad_freeze_v2/sources/P0171.pdf,954412,C1710EC056EE6009EA9B8B9E01876096A47399C820374700A7665BFCC7693D9B,PDF,staging/screened_text_v2/text/P0171.txt,160827,149F859AE937BBB1B7B23ADF52E0E227D0708DF23AD14AAFBC9A92D5D2FD619D,79932,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0171.txt.receipt.json,False
P0390,Weakly Supervised AUC Optimization: A Unified Partial AUC Approach,staging/broad_freeze_v2/sources/P0390.pdf,1194333,76D44CB776354E62126A9AF17852870074DF8D25C3540979E60B8085BCF4FB8C,PDF,staging/screened_text_v2/text/P0390.txt,151969,0F12C8BDE99BCA7E517FEC2394EB4E074E57E7EB8926F9039EE183695162D199,69902,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0390.txt.receipt.json,False
P0200,Exploring Commonality and Individuality for Multi-Modal Curriculum Learning,staging/broad_freeze_v2/sources/P0200.pdf,1133608,5F8D8E52C47E3FFECA4F92A4A074B56954BBC6227063B1C1A8805D16AA644CA3,PDF,staging/screened_text_v2/text/P0200.txt,56003,2A1E1050F7A44F30CA5F8B0A114BE9CEBCDF30C45B202C1634D5A8AD8058D778,28730,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0200.txt.receipt.json,False
P0127,Towards Federated Learning against Noisy Labels via Local Self-Regularization,staging/broad_freeze_v2/sources/P0127.pdf,1918067,53CF83212C2F5F419B09D99D24E49A4BD851F7A825E2659BC4283F5B964A9CDB,PDF,staging/screened_text_v2/text/P0127.txt,117490,42A96AA05193C7AC463E3F766DAEC347D334E71FA7A4BC7FEF92CBE5E1F782D4,64942,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0127.txt.receipt.json,False
P0358,Non-splitting Neyman-Pearson Classifiers,staging/broad_freeze_v2/sources/P0358.pdf,1924283,36040DD5BF55C1977E82E97F7E29C33E808FB54BC6991F36FBC4014D84BDA765,PDF,staging/screened_text_v2/text/P0358.txt,236918,B87268A9F24C3D83ACD978A34674D9869208121E48C69495AD6C0066DC55785B,103178,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0358.txt.receipt.json,False
P0159,In-the-Wild Model Organisms: Mitigating Undesirable Emergent Behaviors in Production LLM Post-Training via Data Attribution,staging/broad_freeze_v2/sources/P0159.pdf,2620172,55EA5BAA54DA3DF77A2C480B5AFD0A9E49DECC26CB55A40F190F4FF6D6125F83,PDF,staging/screened_text_v2/text/P0159.txt,110247,2513690184F7EEA6A8C4E3BB665A2A542EFA3E856F6F3D81C5E03FD9D28560A4,60887,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0159.txt.receipt.json,False
P0377,DNN-Based PolSAR Image Classification on Noisy Labels,staging/broad_freeze_v2/sources/P0377.pdf,11821708,09084B4A72AAD96088E32F7142727738C853588B2FE224825299C4DC45637C62,PDF,staging/screened_text_v2/text/P0377.txt,106134,A07C919621F78F256CD349797AA85238DDF28C9809D6F4C84F7458BAFD61748D,64047,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0377.txt.receipt.json,False
P0129,Pre-training a BERT with Curriculum Learning by Increasing Block-Size of Input Text,staging/broad_freeze_v2/sources/P0129.pdf,649773,0F9ADB328B3791C4D7182D2C48AA08A256ED06E2376BB4CB8365C18ACA8ED4EC,PDF,staging/screened_text_v2/text/P0129.txt,37548,20ED10344CE03A05ABEE6DC4291D33D6C0362220EDE6E75C31C6BAE591B5181E,24971,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0129.txt.receipt.json,False
P0294,Influcoder: Distilling Decoders' Gradient Influence Rankings into an Encoder for Data Attribution,staging/broad_freeze_v2/sources/P0294.pdf,525644,B6F34A91D612AD6AD555F21A045D1090B6129F249BF313666B6DBB147F77C53D,PDF,staging/screened_text_v2/text/P0294.txt,37970,AA10D52F58F5B5F5A02F79FA1E0306DB7104466852680A1B13C0FA8E53497472,22511,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0294.txt.receipt.json,False
P0190,Coreset Selection via LLM-based Concept Bottlenecks,staging/broad_freeze_v2/sources/P0190.pdf,5387402,6C603BD5B3662AFB81601224BA21018494526088B83F3175DD466836E9ADE059,PDF,staging/screened_text_v2/text/P0190.txt,102439,3B22CE8DBD1538DAB211BE0BE72EE09654EC0E11F4B29290D5B80DB06C5FFBA2,68611,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0190.txt.receipt.json,False
P0001,Selecting Demonstrations for Many-Shot In-Context Learning via Gradient Matching,staging/broad_freeze_v2/sources/P0001.pdf,2209111,36F3F7F8A0C45D6B17F4BE353A657C127B353A502475B8CFCA5DC18EDF850DC4,PDF,staging/screened_text_v2/text/P0001.txt,107307,A8EF83A409353308FA4C1B08E7D7B939D226BCE4B9D86E7511CE89B94870FDE6,66053,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0001.txt.receipt.json,False
P0184,Continual Learning with Strong Experience Replay,staging/broad_freeze_v2/sources/P0184.pdf,714453,7B1EA7D75F1B6EECEC36F33713B6F9B26E1376FA0DAAD2E91DBD3E25E94B030C,PDF,staging/screened_text_v2/text/P0184.txt,82584,0A8E3EC7A16869F19330784A55EC25FABD03BEDD2B39E0381654951312C5865B,47681,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0184.txt.receipt.json,False
P0176,Generalizing Off-Policy Learning under Sample Selection Bias,staging/broad_freeze_v2/sources/P0176.pdf,630377,6EFA6D0CA972245CF48670757248FF29FB9630472F0BB05B4D0B52ACD1605FF0,PDF,staging/screened_text_v2/text/P0176.txt,112242,3340A2FD372913F6197B6667037EBEF602E850FD6404A6510353CB29160FD68E,53632,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0176.txt.receipt.json,False
P0472,SEED: Targeted Data Selection by Weighted Independent Set,staging/broad_freeze_v2/sources/P0472.pdf,2194179,7551453D1D1608B61A92FE50AC0D8F996481B74E95296240D34C8DB7B80A1EE6,PDF,staging/screened_text_v2/text/P0472.txt,91896,A5E0566FFD1D0382B3802CD45208A797342A6B47D5A6EA5308484F711CA238DC,56799,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0472.txt.receipt.json,False
P0146,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,staging/broad_freeze_v2/sources/P0146.pdf,14243422,4705E7EF4E03AA2E2454540EE7D2A9953A98095283F53764A19AC5B38C70A93B,PDF,staging/screened_text_v2/text/P0146.txt,70335,CC183FFE414886E3948B5AE6C8D63945EAE31741A9F88EE1931CB26690DB251B,39994,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0146.txt.receipt.json,False
P0205,A Negative Result on Gradient Matching for Selective Backprop,staging/broad_freeze_v2/sources/P0205.pdf,897698,00C79DBC0D19D3E61A386A91311BFEF2CFA83640A71E042EED8BFE522372206C,PDF,staging/screened_text_v2/text/P0205.txt,59223,A4183CEBA9A84C09989C3B37B9AA472948E51893D0DCABA65271450457B16095,29546,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0205.txt.receipt.json,False
P0344,Reinforced Training Data Selection for Domain Adaptation,staging/broad_freeze_v2/sources/P0344.pdf,3647703,5336067089A29B2CDBF3E5B41B1A0788D60A2B8F8F9DD72EF4D0068C740D471E,PDF,staging/screened_text_v2/text/P0344.txt,63916,D380CA8493B1988812A4493D730076AAAEA7ECB25AA599472EBCD1D70054158F,40409,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0344.txt.receipt.json,False
P0114,Data Pruning by Information Maximization,staging/broad_freeze_v2/sources/P0114.pdf,2387762,BCFF3526B1DEB88B5DB1C7DE35759989D273D313C4853C55E87140BD55584C7D,PDF,staging/screened_text_v2/text/P0114.txt,115005,70A769E8456B8C64DC21BC505CE511D3B7DF5689008874FE0AC83773CC72A6C9,68513,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0114.txt.receipt.json,False
P0014,Bridging Saliency Detection to Weakly Supervised Object Detection Based on Self-paced Curriculum Learning,staging/broad_freeze_v2/sources/P0014.pdf,2537266,40A1576454268337A325FAA5C4294C0C7E781F838E2A7BD3773471C4F7ED6997,PDF,staging/screened_text_v2/text/P0014.txt,52458,71207E1FA59DBA0E05EFF27CBE88C5B7361454B6C63AF4C73F0842DD3E6E1CC5,28392,POPPLER_PDFTOTEXT_LAYOUT_UTF8,staging/screened_text_v2/text/P0014.txt.receipt.json,False
