epoch,checkpoint_file,checkpoint_path,accuracy,auroc,auprc
108,epoch107.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_108.pt,0.663889,0.946347,0.987902
109,epoch108.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_109.pt,0.6625,0.946417,0.988104
110,epoch109.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_110.pt,0.659722,0.942139,0.987143
111,epoch110.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_111.pt,0.672222,0.946417,0.98816
112,epoch111.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_112.pt,0.677778,0.946236,0.987958
113,epoch112.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_113.pt,0.680556,0.944681,0.987504
114,epoch113.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_114.pt,0.676389,0.944014,0.987337
115,epoch114.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_115.pt,0.677778,0.943069,0.987226
116,epoch115.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_116.pt,0.676389,0.943049,0.98713
117,epoch116.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_117.pt,0.683333,0.942063,0.987027
118,epoch117.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_118.pt,0.681944,0.941625,0.986863
119,epoch118.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_119.pt,0.676389,0.941764,0.9869
120,epoch119.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_120.pt,0.673611,0.941535,0.986859
121,epoch120.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_121.pt,0.661111,0.940958,0.986673
122,epoch121.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_122.pt,0.6625,0.940375,0.986582
123,epoch122.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_123.pt,0.658333,0.940597,0.986745
124,epoch123.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_cls6\yolo11n_cls6_formal_200ep\weights\epoch_124.pt,0.669444,0.940667,0.986681
