epoch,train_loss,val_loss,top1,top5,lr_pg0,lr_pg1,lr_pg2,epoch_time_seconds,elapsed_seconds,batch_size,accumulate,effective_batch,gpu_mem_reserved_gb,gpu_mem_peak_reserved_gb,gpu_mem_peak_allocated_gb,fitness,best_fitness_so_far,best_epoch_so_far,possible_early_stop,stop_triggered,is_best_epoch
1,1.49438,1.57205,0.50833,0.98472,0.0033251028806584363,0.0033251028806584363,0.0033251028806584363,111.2639570236206,111.2639570236206,16,2,32,13.792968704,13.792968704,9.344400896,0.74653,0.74653,1,0,0,1
2,1.29706,1.5493,0.53611,0.98889,0.00662547695473251,0.00662547695473251,0.00662547695473251,108.16669392585754,219.43065094947815,16,3,48,13.952352256,13.952352256,9.413879808,0.7625,0.7625,2,0,0,1
3,1.2936,1.56721,0.51667,0.97639,0.009892851028806585,0.009892851028806585,0.009892851028806585,108.18046164512634,327.6121129989624,16,4,64,13.140754432,13.140754432,9.413322752,0.74653,0.7625,2,0,0,0
4,1.37157,1.59519,0.49722,0.98056,0.0098515,0.0098515,0.0098515,108.41344404220581,436.0255572795868,16,4,64,13.12817152,13.12817152,9.413896192,0.73889,0.7625,2,0,0,0
5,1.36117,1.59676,0.47778,0.98056,0.009802,0.009802,0.009802,108.45681619644165,544.481372833252,16,4,64,13.952352256,13.952352256,9.416157184,0.72917,0.7625,2,0,0,0
6,1.32131,1.58297,0.50833,0.98194,0.009752499999999999,0.009752499999999999,0.009752499999999999,109.30360722541809,653.78498005867,16,4,64,13.144948736,13.144948736,9.413961728,0.74514,0.7625,2,0,0,0
7,1.27546,1.54,0.55833,0.98611,0.009703,0.009703,0.009703,109.56660532951355,763.3525867462158,16,4,64,13.140754432,13.140754432,9.416255488,0.77222,0.77222,7,0,0,1
8,1.21877,1.54199,0.55417,0.98611,0.009653499999999999,0.009653499999999999,0.009653499999999999,109.46078562736511,872.8133718967438,16,4,64,13.147045888,13.147045888,9.413568512,0.77014,0.77222,7,0,0,0
9,1.19804,1.54293,0.54722,0.98333,0.009604,0.009604,0.009604,110.04079747200012,982.8531684875488,16,4,64,13.952352256,13.952352256,9.414305792,0.76528,0.77222,7,0,0,0
10,1.16852,1.51261,0.59167,0.99306,0.009554499999999999,0.009554499999999999,0.009554499999999999,110.34408855438232,1093.1972570419312,16,4,64,13.182697472,13.182697472,9.414387712,0.79236,0.79236,10,0,0,1
11,1.12904,1.51163,0.575,0.98472,0.009505,0.009505,0.009505,110.73972916603088,1203.9379875659943,16,4,64,13.147045888,13.147045888,9.414617088,0.77986,0.79236,10,0,0,0
12,1.12625,1.49966,0.6125,0.99583,0.0094555,0.0094555,0.0094555,110.88415288925171,1314.8211390972137,16,4,64,13.12817152,13.12817152,9.41229056,0.80417,0.80417,12,0,0,1
13,1.07675,1.48582,0.61111,0.99306,0.009406,0.009406,0.009406,110.93442606925964,1425.7570655345917,16,4,64,13.950255104,13.950255104,9.415780352,0.80208,0.80417,12,0,0,0
14,1.06052,1.49936,0.60694,0.99722,0.009356500000000002,0.009356500000000002,0.009356500000000002,111.70243406295776,1537.4579992294312,16,4,64,13.157531648,13.157531648,9.4140928,0.80208,0.80417,12,0,0,0
15,1.03179,1.4721,0.61806,0.99306,0.009307,0.009307,0.009307,111.102224111557,1648.561223745346,16,4,64,13.14914304,13.14914304,9.412962304,0.80556,0.80556,15,0,0,1
16,1.00355,1.46412,0.61667,0.99306,0.0092575,0.0092575,0.0092575,111.45568895339966,1760.0159122943878,16,4,64,13.140754432,13.140754432,9.410390016,0.80486,0.80556,15,0,0,0
17,1.00009,1.44896,0.62917,0.99306,0.009208000000000001,0.009208000000000001,0.009208000000000001,111.83293151855469,1871.8488438129425,16,4,64,13.952352256,13.952352256,9.414109184,0.81111,0.81111,17,0,0,1
18,1.00067,1.47287,0.58889,0.99028,0.0091585,0.0091585,0.0091585,111.25272274017334,1983.1025667190552,16,4,64,13.144948736,13.144948736,9.413158912,0.78958,0.81111,17,0,0,0
19,0.96071,1.46506,0.63056,0.99444,0.009109,0.009109,0.009109,112.50465226173401,2095.607219696045,16,4,64,13.163823104,13.163823104,9.413650432,0.8125,0.8125,19,0,0,1
20,0.97465,1.47283,0.60278,0.99444,0.0090595,0.0090595,0.0090595,111.49665212631226,2207.1038706302643,16,4,64,13.132365824,13.132365824,9.411930112,0.79861,0.8125,19,0,0,0
21,0.95268,1.45113,0.63611,0.99444,0.00901,0.00901,0.00901,111.47419309616089,2318.577064037323,16,4,64,13.948157952,13.948157952,9.411618816,0.81528,0.81528,21,0,0,1
22,0.9307,1.46106,0.62778,0.99722,0.0089605,0.0089605,0.0089605,111.5494031906128,2430.127466440201,16,4,64,13.153337344,13.153337344,9.41229056,0.8125,0.81528,21,0,0,0
23,0.91565,1.43657,0.64167,0.99028,0.008911,0.008911,0.008911,111.63238501548767,2541.7588522434235,16,4,64,13.142851584,13.142851584,9.412962304,0.81597,0.81597,23,0,0,1
24,0.89356,1.46756,0.62917,0.99306,0.0088615,0.0088615,0.0088615,111.45726752281189,2653.2161197662354,16,4,64,13.147045888,13.147045888,9.412225024,0.81111,0.81597,23,0,0,0
25,0.89266,1.44132,0.65694,0.99583,0.008812,0.008812,0.008812,111.59632349014282,2764.8134508132935,16,4,64,13.948157952,13.948157952,9.415583744,0.82639,0.82639,25,0,0,1
26,0.88377,1.45847,0.64306,0.99583,0.0087625,0.0087625,0.0087625,111.48753762245178,2876.29998087883,16,4,64,13.14914304,13.14914304,9.415272448,0.81944,0.82639,25,0,0,0
27,0.85452,1.44378,0.65833,0.99583,0.008713,0.008713,0.008713,111.58412766456604,2987.884108543396,16,4,64,13.157531648,13.157531648,9.411504128,0.82708,0.82708,27,0,0,1
28,0.82951,1.43334,0.63194,0.99722,0.0086635,0.0086635,0.0086635,111.4918520450592,3099.376957654953,16,4,64,13.165920256,13.165920256,9.413879808,0.81458,0.82708,27,0,0,0
29,0.82303,1.44124,0.62639,0.99306,0.008614,0.008614,0.008614,111.67210721969604,3211.049068212509,16,4,64,13.948157952,13.948157952,9.415600128,0.80972,0.82708,27,0,0,0
30,0.80566,1.43988,0.64306,0.99444,0.0085645,0.0085645,0.0085645,111.73051762580872,3322.77858543396,16,4,64,13.157531648,13.157531648,9.411192832,0.81875,0.82708,27,0,0,0
31,0.79226,1.41776,0.66667,0.99444,0.008515,0.008515,0.008515,111.59213542938232,3434.3717210292816,16,4,64,13.140754432,13.140754432,9.415665664,0.83056,0.83056,31,0,0,1
32,0.79999,1.43436,0.65,0.99167,0.0084655,0.0084655,0.0084655,111.68904542922974,3546.06076669693,16,4,64,13.130268672,13.130268672,9.411930112,0.82083,0.83056,31,0,0,0
33,0.76031,1.41003,0.65694,0.99306,0.008416,0.008416,0.008416,112.07818794250488,3658.1389467716217,16,4,64,13.948157952,13.948157952,9.415682048,0.825,0.83056,31,0,0,0
34,0.75063,1.43852,0.61389,0.98889,0.0083665,0.0083665,0.0083665,111.54485297203064,3769.6828072071075,16,4,64,13.155434496,13.155434496,9.410717696,0.80139,0.83056,31,0,0,0
35,0.71475,1.40544,0.675,0.99722,0.008317,0.008317,0.008317,111.66817545890808,3881.3509826660156,16,4,64,13.144948736,13.144948736,9.41376512,0.83611,0.83611,35,0,0,1
36,0.72097,1.42315,0.63611,0.99861,0.0082675,0.0082675,0.0082675,111.39745879173279,3992.749440431595,16,4,64,13.136560128,13.136560128,9.41229056,0.81736,0.83611,35,0,0,0
37,0.69913,1.40986,0.64722,0.99583,0.008218000000000001,0.008218000000000001,0.008218000000000001,111.50303173065186,4104.2514731884,16,4,64,13.948157952,13.948157952,9.414273024,0.82153,0.83611,35,0,0,0
38,0.66386,1.41538,0.64306,0.99722,0.0081685,0.0081685,0.0081685,111.53581690788269,4215.788293838501,16,4,64,13.14914304,13.14914304,9.41540352,0.82014,0.83611,35,0,0,0
39,0.67444,1.39873,0.67083,0.99167,0.008119000000000001,0.008119000000000001,0.008119000000000001,111.5153021812439,4327.302592277527,16,4,64,13.144948736,13.144948736,9.409800192,0.83125,0.83611,35,0,0,0
40,0.64573,1.3989,0.65694,0.99444,0.0080695,0.0080695,0.0080695,111.62328362464905,4438.926876068115,16,4,64,13.12817152,13.12817152,9.415059456,0.82569,0.83611,35,0,0,0
41,0.63101,1.40701,0.64444,0.99167,0.008020000000000001,0.008020000000000001,0.008020000000000001,111.65394568443298,4550.580822944641,16,4,64,13.952352256,13.952352256,9.415829504,0.81806,0.83611,35,0,0,0
42,0.61135,1.40761,0.64583,0.99583,0.0079705,0.0079705,0.0079705,111.54542422294617,4662.125245809555,16,4,64,13.18060032,13.18060032,9.412241408,0.82083,0.83611,35,0,0,0
43,0.62917,1.40366,0.6625,0.99583,0.007921000000000001,0.007921000000000001,0.007921000000000001,111.6582396030426,4773.784485816956,16,4,64,13.132365824,13.132365824,9.412012032,0.82917,0.83611,35,0,0,0
44,0.57882,1.3998,0.65833,0.99583,0.0078715,0.0078715,0.0078715,111.4770929813385,4885.261577606201,16,4,64,13.12817152,13.12817152,9.409783808,0.82708,0.83611,35,0,0,0
45,0.57273,1.4088,0.64167,0.99306,0.007822,0.007822,0.007822,111.6648268699646,4996.925405263901,16,4,64,13.954449408,13.954449408,9.415469056,0.81736,0.83611,35,0,0,0
46,0.55227,1.39372,0.64306,0.99444,0.0077725,0.0077725,0.0077725,111.94863271713257,5108.874037981033,16,4,64,13.144948736,13.144948736,9.412028416,0.81875,0.83611,35,0,0,0
47,0.53616,1.40324,0.6625,0.99722,0.007723,0.007723,0.007723,111.4611086845398,5220.336608171463,16,4,64,13.14914304,13.14914304,9.41179904,0.82986,0.83611,35,0,0,0
48,0.52605,1.38133,0.67222,0.99722,0.0076735,0.0076735,0.0076735,111.59182667732239,5331.9269733428955,16,4,64,13.132365824,13.132365824,9.410504704,0.83472,0.83611,35,0,0,0
49,0.50488,1.39653,0.66389,0.99306,0.007624,0.007624,0.007624,111.8134126663208,5443.740386009216,16,4,64,13.952352256,13.952352256,9.41564928,0.82847,0.83611,35,0,0,0
50,0.51066,1.39653,0.65972,0.99444,0.0075745,0.0075745,0.0075745,111.53983402252197,5555.280220031738,16,4,64,13.144948736,13.144948736,9.414961152,0.82708,0.83611,35,0,0,0
51,0.50562,1.39525,0.66111,0.99444,0.007525,0.007525,0.007525,111.60943222045898,5666.889652252197,16,4,64,13.144948736,13.144948736,9.415387136,0.82778,0.83611,35,0,0,0
52,0.48691,1.39665,0.65,0.99444,0.0074755,0.0074755,0.0074755,111.66064524650574,5778.551307678223,16,4,64,13.144948736,13.144948736,9.415796736,0.82222,0.83611,35,0,0,0
