bin_index,lower,upper,count,avg_confidence,empirical_positive_rate,gap
0,0.0,0.1,46,0.027522,0.021739,0.005783
1,0.1,0.2,15,0.144148,0.266667,0.122518
2,0.2,0.3,12,0.247056,0.416667,0.169611
3,0.3,0.4,12,0.344062,0.5,0.155938
4,0.4,0.5,17,0.450183,0.352941,0.097242
5,0.5,0.6,12,0.534034,0.583333,0.0493
6,0.6,0.7,14,0.646065,0.642857,0.003207
7,0.7,0.8,15,0.745795,0.666667,0.079128
8,0.8,0.9,36,0.852186,0.75,0.102186
9,0.9,1.0,541,0.987152,0.970425,0.016727
