epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_001.pt,1,1,1.984284,0.15,0.26,0.357143,0.571429,0.920354,0.896825
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_002.pt,1,1,1.815747,0.09,0.14,0.333333,0.488095,0.906318,0.910714
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_003.pt,1,1,1.798093,0.07,0.13,0.190476,0.404762,0.892704,0.924603
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_004.pt,1,1,1.28571,0.08,0.1,0.261905,0.297619,0.875789,0.94246
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_005.pt,1,1,1.122202,0.09,0.18,0.392857,0.535714,0.914286,0.902778
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_006.pt,1,1,1.354375,0.18,0.23,0.369048,0.464286,0.902386,0.914683
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_007.pt,1,1,1.441333,0.18,0.22,0.25,0.297619,0.875789,0.94246
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_008.pt,1,1,1.287857,0.22,0.27,0.357143,0.404762,0.892704,0.924603
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_009.pt,1,1,1.113396,0.1,0.14,0.488095,0.535714,0.914286,0.902778
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_hn\yolo11m_gate2_formal_hn04_200ep\weights\epoch_010.pt,1,1,1.525793,0.11,0.14,0.428571,0.464286,0.902386,0.914683
