epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch_001.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_001.pt,1,1,1.637657,0.14,0.21,0.5,0.571429,0.920354,0.896825
2,epoch_002.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_002.pt,1,1,1.821991,0.15,0.18,0.47619,0.5,0.908497,0.910714
3,epoch_003.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_003.pt,1,1,2.448073,0.25,0.3,0.22619,0.345238,0.883227,0.934524
4,epoch_004.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_004.pt,1,1,1.450513,0.08,0.14,0.107143,0.25,0.868476,0.950397
5,epoch_005.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_005.pt,1,1,1.429925,0.18,0.18,0.392857,0.392857,0.891258,0.930556
6,epoch_006.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_006.pt,1,1,1.600569,0.11,0.21,0.333333,0.47619,0.904348,0.912698
7,epoch_007.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_007.pt,1,1,1.245868,0.19,0.28,0.309524,0.404762,0.892704,0.924603
8,epoch_008.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_008.pt,1,1,1.814957,0.16,0.18,0.392857,0.416667,0.89485,0.924603
9,epoch_009.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_009.pt,1,1,1.565261,0.15,0.21,0.369048,0.428571,0.896552,0.920635
10,epoch_010.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_010.pt,1,1,1.434532,0.19,0.23,0.416667,0.5,0.908297,0.90873
11,epoch_011.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_011.pt,1,1,1.628473,0.18,0.29,0.369048,0.464286,0.902386,0.914683
12,epoch_012.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_012.pt,1,1,1.585586,0.13,0.19,0.333333,0.428571,0.896552,0.920635
13,epoch_013.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_013.pt,1,1,1.466511,0.05,0.07,0.190476,0.309524,0.877895,0.94246
14,epoch_014.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_014.pt,1,1,1.568304,0.13,0.17,0.297619,0.369048,0.886994,0.930556
15,epoch_015.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_015.pt,1,1,1.553093,0.19,0.27,0.428571,0.464286,0.902386,0.914683
16,epoch_016.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_016.pt,1,1,1.633101,0.09,0.24,0.22619,0.416667,0.894624,0.922619
17,epoch_017.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_017.pt,1,1,1.451082,0.11,0.19,0.25,0.416667,0.894624,0.922619
18,epoch_018.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_018.pt,1,1,1.541555,0.15,0.2,0.321429,0.392857,0.890792,0.926587
19,epoch_019.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_019.pt,1,1,1.441501,0.2,0.25,0.440476,0.47619,0.904348,0.912698
20,epoch_020.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_020.pt,1,1,1.289656,0.18,0.2,0.380952,0.392857,0.891026,0.928571
21,epoch_021.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_021.pt,1,1,1.821024,0.16,0.27,0.321429,0.404762,0.892704,0.924603
22,epoch_022.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_022.pt,1,1,1.660369,0.18,0.21,0.261905,0.297619,0.875789,0.94246
23,epoch_023.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_023.pt,1,1,1.500695,0.32,0.33,0.535714,0.547619,0.916484,0.902778
24,epoch_024.pt,C:\Users\ASUS\Desktop\YOLOv11\YOLO-CV\YOLOv11\runs\stage1_formal_gate_info_sampling_lite\yolo11m_gate2_formal_weighted_hn14_risk_consistency_density_200ep\weights\epoch_024.pt,1,1,1.604353,0.14,0.16,0.297619,0.333333,0.881356,0.936508
