epoch,checkpoint_file,checkpoint_path,checkpoint_exists,evaluated,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990
1,epoch0.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch0.pt,1,1,1.856739,0.15,0.22,0.464286,0.535714,0.914286,0.902778
2,epoch1.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch1.pt,1,1,1.829936,0.15,0.17,0.47619,0.488095,0.906318,0.910714
3,epoch2.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch2.pt,1,1,1.99637,0.21,0.21,0.261905,0.261905,0.870833,0.952381
4,epoch3.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch3.pt,1,1,1.442984,0.21,0.27,0.333333,0.404762,0.892704,0.924603
5,epoch4.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch4.pt,1,1,1.501901,0.3,0.32,0.404762,0.428571,0.896774,0.922619
6,epoch5.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch5.pt,1,1,1.344103,0.1,0.12,0.321429,0.345238,0.883475,0.936508
7,epoch6.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch6.pt,1,1,1.431433,0.1,0.17,0.190476,0.369048,0.887234,0.93254
8,epoch7.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch7.pt,1,1,1.399401,0.06,0.14,0.285714,0.464286,0.902386,0.914683
9,epoch8.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch8.pt,1,1,1.175743,0.12,0.17,0.380952,0.464286,0.902386,0.914683
10,epoch9.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch9.pt,1,1,1.602272,0.06,0.12,0.071429,0.27381,0.872117,0.946429
11,epoch10.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch10.pt,1,1,1.861497,0.26,0.3,0.357143,0.392857,0.890792,0.926587
12,epoch11.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch11.pt,1,1,1.351647,0.13,0.24,0.416667,0.559524,0.918322,0.89881
13,epoch12.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch12.pt,1,1,1.484058,0.24,0.27,0.333333,0.369048,0.887234,0.93254
14,epoch13.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch13.pt,1,1,1.566283,0.25,0.31,0.440476,0.488095,0.906318,0.910714
15,epoch14.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch14.pt,1,1,1.696382,0.17,0.34,0.380952,0.535714,0.914286,0.902778
16,epoch15.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch15.pt,1,1,1.318282,0.14,0.15,0.464286,0.488095,0.906318,0.910714
17,epoch16.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch16.pt,1,1,1.542815,0.19,0.22,0.440476,0.52381,0.912281,0.904762
18,epoch17.pt,D:\YOLO-CV-generated\YOLOv11\runs\stage1_goldilocks\R-W08\weights\epoch17.pt,1,1,1.735234,0.21,0.27,0.416667,0.464286,0.902386,0.914683
