paper_id,artifact_role,url,destination,source_authority
CW9E249AC4F35D83423946,METHOD_SOURCE,https://openaccess.thecvf.com/content/ICCV2023/papers/Xia_Combating_Noisy_Labels_with_Sample_Selection_by_Mining_High-Discrepancy_Examples_ICCV_2023_paper.pdf,sources/screened_anchor_overrides_v3/CW9E249AC4F35D83423946.pdf,PRIMARY_PUBLISHER
