paper_id,artifact_role,path,url,retrieved_at,http_status,content_type,bytes,sha256,retrieval_method,source_authority,final_url,receipt_path,reused_existing
LEGACY-P025,DEEP_FULL_TEXT,sources/legacy_core/P025_Neyman_Pearson_Umbrella_NP_ROC_2018.pdf,https://qcb.ucla.edu/wp-content/uploads/sites/14/2020/04/PMID-29423442.pdf,2026-08-09T23:08:12.974619+08:00,200,application/pdf,1640250,267B381615AFC79FE173A99C4447299F33C21574ACC9E4E97BD06A238FECE801,HTTP_DOWNLOAD,OFFICIAL_REPOSITORY,https://qcb.ucla.edu/wp-content/uploads/sites/14/2020/04/PMID-29423442.pdf,sources/legacy_core/P025_Neyman_Pearson_Umbrella_NP_ROC_2018.pdf.receipt.json,False
LEGACY-P036,DEEP_FULL_TEXT,sources/legacy_core/P036_Outlier_Gradient_Analysis_ICML_2025.pdf,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chhabra25a/chhabra25a.pdf,2026-08-09T23:08:14.873045+08:00,200,application/octet-stream,5564232,FB335EF102851257982B587F5C9B9E36AD84E9E4D7FEC0874F946F987D053E8D,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://raw.githubusercontent.com/mlresearch/v267/main/assets/chhabra25a/chhabra25a.pdf,sources/legacy_core/P036_Outlier_Gradient_Analysis_ICML_2025.pdf.receipt.json,False
