paper_id,artifact_role,path,url,retrieved_at,http_status,content_type,bytes,sha256,retrieval_method,source_authority,final_url,receipt_path,reused_existing
LEGACY-P029,DEEP_FULL_TEXT,sources/legacy_core/P029_Importance_Sampling_2018.pdf,https://proceedings.mlr.press/v80/katharopoulos18a/katharopoulos18a.pdf,2026-08-09T23:03:22.556353+08:00,200,application/pdf,547433,1D6726829DD83572323499D6DBE238B9251E529362BDE12937D0969104487FD8,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v80/katharopoulos18a/katharopoulos18a.pdf,sources/legacy_core/P029_Importance_Sampling_2018.pdf.receipt.json,False
LEGACY-P030,DEEP_FULL_TEXT,sources/legacy_core/P030_Meta_Weight_Net_2019.pdf,https://proceedings.neurips.cc/paper_files/paper/2019/file/e58cc5ca94270acaceed13bc82dfedf7-Paper.pdf,2026-08-09T23:03:25.111439+08:00,200,application/pdf,1030500,11DBB5BF05F6AEC256F8170B44F9310DCF2F0292EADEAE98C237CF85FE5915D3,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.neurips.cc/paper_files/paper/2019/file/e58cc5ca94270acaceed13bc82dfedf7-Paper.pdf,sources/legacy_core/P030_Meta_Weight_Net_2019.pdf.receipt.json,False
LEGACY-P031,DEEP_FULL_TEXT,sources/legacy_core/P031_Automated_Curriculum_2017.pdf,https://proceedings.mlr.press/v70/graves17a/graves17a.pdf,2026-08-09T23:03:26.602052+08:00,200,application/pdf,2978421,AE2C83B04CEB61E45224E8C3FC26EC7EF1F7CF22398CAA3FFF3256B7D15EA7C1,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v70/graves17a/graves17a.pdf,sources/legacy_core/P031_Automated_Curriculum_2017.pdf.receipt.json,False
LEGACY-P032,DEEP_FULL_TEXT,sources/legacy_core/P032_Curriculum_Power_2019.pdf,https://proceedings.mlr.press/v97/hacohen19a/hacohen19a.pdf,2026-08-09T23:03:27.199388+08:00,200,application/pdf,617271,78326719D8F9AB5B601615BE3F7C7A69B3B523B18258DDF13FC3D8AB4A7F2146,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v97/hacohen19a/hacohen19a.pdf,sources/legacy_core/P032_Curriculum_Power_2019.pdf.receipt.json,False
LEGACY-P033,DEEP_FULL_TEXT,sources/legacy_core/P033_AutoSampling_2021.pdf,https://proceedings.mlr.press/v139/sun21a/sun21a.pdf,2026-08-09T23:03:27.739039+08:00,200,application/pdf,562308,B9218612E2072FD3F047408F0440CD807425427D78DEB12942EB84BFB0F6A745,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v139/sun21a/sun21a.pdf,sources/legacy_core/P033_AutoSampling_2021.pdf.receipt.json,False
LEGACY-P034,DEEP_FULL_TEXT,sources/legacy_core/P034_Gradient_Episodic_Memory_2017.pdf,https://proceedings.neurips.cc/paper_files/paper/2017/file/f87522788a2be2d171666752f97ddebb-Paper.pdf,2026-08-09T23:03:28.878136+08:00,200,application/pdf,418148,9AA6A5F73220449CBE8B2C9BD4BDC3F5407AC49295C4CA1F242A36E79E34B763,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.neurips.cc/paper_files/paper/2017/file/f87522788a2be2d171666752f97ddebb-Paper.pdf,sources/legacy_core/P034_Gradient_Episodic_Memory_2017.pdf.receipt.json,False
LEGACY-P035,DEEP_FULL_TEXT,sources/legacy_core/P035_BADGE_ICLR_2020.pdf,https://arxiv.org/pdf/1906.03671v2,2026-08-09T23:03:30.423439+08:00,200,application/pdf,4265486,D3901AA393ACB598BEED4A5432F52F080237E50AD443659A18E65B1B1F4CE176,HTTP_DOWNLOAD,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/1906.03671v2,sources/legacy_core/P035_BADGE_ICLR_2020.pdf.receipt.json,False
LEGACY-P037,DEEP_FULL_TEXT,sources/legacy_core/P037_D2_Pruning_ICLR_2024.pdf,https://proceedings.iclr.cc/paper_files/paper/2024/file/f646a4c970799f789e031b63161d018d-Paper-Conference.pdf,2026-08-09T23:03:44.318320+08:00,200,application/pdf,27480657,A27D3E6D5D9F62AD0D895054B6889ED185E7B0A290EF700773AEED31DC12CFF3,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.iclr.cc/paper_files/paper/2024/file/f646a4c970799f789e031b63161d018d-Paper-Conference.pdf,sources/legacy_core/P037_D2_Pruning_ICLR_2024.pdf.receipt.json,False
LEGACY-P038,DEEP_FULL_TEXT,sources/legacy_core/P038_Dataset_Pruning_ICLR_2023.pdf,https://arxiv.org/pdf/2205.09329v2,2026-08-09T23:03:46.647024+08:00,200,application/pdf,1300391,BD66704C09AC2C7FD693E6FDBE41E1C05C984924C59B9E75AAC74933EAD36CE0,HTTP_DOWNLOAD,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/2205.09329v2,sources/legacy_core/P038_Dataset_Pruning_ICLR_2023.pdf.receipt.json,False
LEGACY-P039,DEEP_FULL_TEXT,sources/legacy_core/P039_Moderate_Coreset_ICLR_2023.pdf,https://web.archive.org/web/20230314215630id_/http://openreview.net/pdf?id=7D5EECbOaf9,2026-08-09T23:03:49.701073+08:00,200,application/pdf,662100,311FF558997CFB4FCE94C7A5688C10B46502599452D61BFF86743DA6E43FFE82,HTTP_DOWNLOAD,OFFICIAL_REPOSITORY,https://web.archive.org/web/20230314215630id_/http://openreview.net/pdf?id=7D5EECbOaf9,sources/legacy_core/P039_Moderate_Coreset_ICLR_2023.pdf.receipt.json,False
LEGACY-P040,DEEP_FULL_TEXT,sources/legacy_core/P040_InfoBatch_ICLR_2024.pdf,https://proceedings.iclr.cc/paper_files/paper/2024/file/ad1d7a4df30a9c0c46b387815a774a84-Paper-Conference.pdf,2026-08-09T23:03:52.697142+08:00,200,application/pdf,3211321,1376FDBE53778E012D03BBAD863E3445A67C7CE314E5F1EA3071FF6E527ABA69,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.iclr.cc/paper_files/paper/2024/file/ad1d7a4df30a9c0c46b387815a774a84-Paper-Conference.pdf,sources/legacy_core/P040_InfoBatch_ICLR_2024.pdf.receipt.json,False
LEGACY-P041,DEEP_FULL_TEXT,sources/legacy_core/P041_Experience_Replay_NeurIPS_2019.pdf,https://proceedings.neurips.cc/paper_files/paper/2019/file/fa7cdfad1a5aaf8370ebeda47a1ff1c3-Paper.pdf,2026-08-09T23:03:55.555643+08:00,200,application/pdf,2859792,68E9F35D56F26E13F5F9FB7C3519C4CD5195B1FB9A0ABC7A734744F5674FED73,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.neurips.cc/paper_files/paper/2019/file/fa7cdfad1a5aaf8370ebeda47a1ff1c3-Paper.pdf,sources/legacy_core/P041_Experience_Replay_NeurIPS_2019.pdf.receipt.json,False
LEGACY-P042,DEEP_FULL_TEXT,sources/legacy_core/P042_MIR_NeurIPS_2019.pdf,https://proceedings.neurips.cc/paper_files/paper/2019/file/15825aee15eb335cc13f9b559f166ee8-Paper.pdf,2026-08-09T23:03:55.980712+08:00,200,application/pdf,398407,400761B89077A1C1AF05F202F7437B426660A33E803FA388DAD7505C79E6516F,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.neurips.cc/paper_files/paper/2019/file/15825aee15eb335cc13f9b559f166ee8-Paper.pdf,sources/legacy_core/P042_MIR_NeurIPS_2019.pdf.receipt.json,False
LEGACY-P043,DEEP_FULL_TEXT,sources/legacy_core/P043_Accounting_Variance_MLSys_2021.pdf,https://proceedings.mlsys.org/paper_files/paper/2021/file/0184b0cd3cfb185989f858a1d9f5c1eb-Paper.pdf,2026-08-09T23:03:58.488939+08:00,200,application/pdf,891227,7BEFBC13CC306DAA9FA7DBFF71B2C3DA1ACA245A22C7EBC1C7DEF28593AE857F,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlsys.org/paper_files/paper/2021/file/0184b0cd3cfb185989f858a1d9f5c1eb-Paper.pdf,sources/legacy_core/P043_Accounting_Variance_MLSys_2021.pdf.receipt.json,False
LEGACY-P044,DEEP_FULL_TEXT,sources/legacy_core/P044_CoTeaching_NeurIPS_2018.pdf,https://proceedings.neurips.cc/paper_files/paper/2018/file/a19744e268754fb0148b017647355b7b-Paper.pdf,2026-08-09T23:03:59.902803+08:00,200,application/pdf,1145213,89E578C4CD1B47ABE7FDE3A3406A373A4E6C3A8A0B473B0E8AA7BA75D0D948F8,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.neurips.cc/paper_files/paper/2018/file/a19744e268754fb0148b017647355b7b-Paper.pdf,sources/legacy_core/P044_CoTeaching_NeurIPS_2018.pdf.receipt.json,False
LEGACY-P045,DEEP_FULL_TEXT,sources/legacy_core/P045_SGD_Stability_ICML_2016.pdf,https://proceedings.mlr.press/v48/hardt16.pdf,2026-08-09T23:04:00.697525+08:00,200,application/pdf,1486040,E50B29E0F621998864CF8A403A3B5CB0D417264B9D98AA7B085B3BF051A11FB6,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v48/hardt16.pdf,sources/legacy_core/P045_SGD_Stability_ICML_2016.pdf.receipt.json,False
LEGACY-P046,DEEP_FULL_TEXT,sources/legacy_core/P046_DataShapley_ICML_2019.pdf,https://proceedings.mlr.press/v97/ghorbani19c/ghorbani19c.pdf,2026-08-09T23:04:01.437185+08:00,200,application/pdf,1545184,48979F27F610C834FFDA28AB48194C1AF13C453D32ADD965FC817BBA1E9B4407,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v97/ghorbani19c/ghorbani19c.pdf,sources/legacy_core/P046_DataShapley_ICML_2019.pdf.receipt.json,False
LEGACY-P047,DEEP_FULL_TEXT,sources/legacy_core/P047_DistributionalShapley_ICML_2020.pdf,https://proceedings.mlr.press/v119/ghorbani20a/ghorbani20a.pdf,2026-08-09T23:04:03.069764+08:00,200,application/pdf,5510244,77C35F4C1BF8743B83743E20A61582CBBE09AC7B3537AF5401AD9EF68C5631BF,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v119/ghorbani20a/ghorbani20a.pdf,sources/legacy_core/P047_DistributionalShapley_ICML_2020.pdf.receipt.json,False
LEGACY-P048,DEEP_FULL_TEXT,sources/legacy_core/P048_BetaShapley_AISTATS_2022.pdf,https://proceedings.mlr.press/v151/kwon22a/kwon22a.pdf,2026-08-09T23:04:05.939949+08:00,200,application/pdf,7649884,A1E69807CC9E6025EBE56F720C61A28781CC4051D83AEA68B1A0468D6273E94F,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v151/kwon22a/kwon22a.pdf,sources/legacy_core/P048_BetaShapley_AISTATS_2022.pdf.receipt.json,False
LEGACY-P049,DEEP_FULL_TEXT,sources/legacy_core/P049_DataBanzhaf_AISTATS_2023.pdf,https://proceedings.mlr.press/v206/wang23e/wang23e.pdf,2026-08-09T23:04:07.017748+08:00,200,application/pdf,2226048,990344B923DE65E451AA7E8C5626B2EB6715D123A6509B1666BA115BE04482C9,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v206/wang23e/wang23e.pdf,sources/legacy_core/P049_DataBanzhaf_AISTATS_2023.pdf.receipt.json,False
LEGACY-P050,DEEP_FULL_TEXT,sources/legacy_core/P050_Underspecification_JMLR_2022.pdf,https://jmlr.org/papers/volume23/20-1335/20-1335.pdf,2026-08-09T23:04:09.359398+08:00,200,application/pdf,4635706,0BFCEEDEC5F0A29CA74466785D2F3785E52509E6CD683FFE33318820E9B17EAF,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://jmlr.org/papers/volume23/20-1335/20-1335.pdf,sources/legacy_core/P050_Underspecification_JMLR_2022.pdf.receipt.json,False
LEGACY-P051,DEEP_FULL_TEXT,sources/legacy_core/P051_Datamodels_ICML_2022.pdf,https://proceedings.mlr.press/v162/ilyas22a/ilyas22a.pdf,2026-08-09T23:04:14.696428+08:00,200,application/pdf,20174872,90EAB4FD0CDCAEC55A1FD08CB135E843E730AF5B35FB72015F7D44A0F55F048D,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://proceedings.mlr.press/v162/ilyas22a/ilyas22a.pdf,sources/legacy_core/P051_Datamodels_ICML_2022.pdf.receipt.json,False
LEGACY-P052,DEEP_FULL_TEXT,sources/legacy_core/P052_DsDm_ICML_2024.pdf,https://raw.githubusercontent.com/mlresearch/v235/main/assets/engstrom24a/engstrom24a.pdf,2026-08-09T23:04:16.469743+08:00,200,application/octet-stream,2970361,5025DBC19CC5298AE09E4A9841216AECFC7F3941AB6C2871A8DF3EC74EB43827,HTTP_DOWNLOAD,OFFICIAL_REPOSITORY,https://raw.githubusercontent.com/mlresearch/v235/main/assets/engstrom24a/engstrom24a.pdf,sources/legacy_core/P052_DsDm_ICML_2024.pdf.receipt.json,False
