paper_id,artifact_role,path,url,retrieved_at,http_status,content_type,bytes,sha256,retrieval_method,source_authority,final_url,receipt_path,reused_existing
RG23777DF75AF056AE,BROAD_SOURCE,sources/anchor_supplement_v2/RG23777DF75AF056AE.pdf,https://arxiv.org/pdf/2310.07931,2026-08-10T05:58:58.619079+08:00,200,application/pdf,16883068,B8CD6E1E680EC7D566C2688D007B226E2C6137BD8A298CC53A6497F6083355C1,HTTP_DOWNLOAD,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/2310.07931,sources/anchor_supplement_v2/RG23777DF75AF056AE.pdf.receipt.json,False
AX9313629F9AEE4C10,BROAD_SOURCE,sources/anchor_supplement_v2/AX9313629F9AEE4C10.pdf,https://raw.githubusercontent.com/mlresearch/v235/main/assets/choi24c/choi24c.pdf,2026-08-10T05:58:59.883141+08:00,200,application/octet-stream,2265630,298402A15EC7252BB871E9948CFF856F5C1CE7A9A672273C49B730444C0F6FCB,HTTP_DOWNLOAD,PRIMARY_PUBLISHER,https://raw.githubusercontent.com/mlresearch/v235/main/assets/choi24c/choi24c.pdf,sources/anchor_supplement_v2/AX9313629F9AEE4C10.pdf.receipt.json,False
AX6B828EA30AEEF829,BROAD_SOURCE,sources/anchor_supplement_v2/AX6B828EA30AEEF829.pdf,https://arxiv.org/pdf/2002.07394,2026-08-10T05:59:00.026109+08:00,200,application/pdf,771769,1FF51BF883305E7601E5D7126077F6FFC35247D9D1367F57CF93D312807161AA,HTTP_DOWNLOAD,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/2002.07394,sources/anchor_supplement_v2/AX6B828EA30AEEF829.pdf.receipt.json,False
AX79D4A4F6C4BBCA52,BROAD_SOURCE,sources/anchor_supplement_v2/AX79D4A4F6C4BBCA52.pdf,https://arxiv.org/pdf/1906.01827,2026-08-10T05:59:00.532008+08:00,200,application/pdf,1635193,0B1D7D169887B38223BD294EBC6618DE562AAE2D8CACF707A16B6AC626F43819,HTTP_DOWNLOAD,OFFICIAL_REPOSITORY,https://arxiv.org/pdf/1906.01827,sources/anchor_supplement_v2/AX79D4A4F6C4BBCA52.pdf.receipt.json,False
